Microsoft (R) COFF/PE Dumper Version 9.00.30729.01
Copyright (C) Microsoft Corporation.  All rights reserved.
         50   20 000794B0 DbgPrint = _DbgPrint
         51   21 00072E94 DbgPrintEx = _DbgPrintEx
         52   22 000ACCF5 DbgPrintReturnControlC = _DbgPrintReturnControlC
         53   23 000ACC30 DbgPrompt = _DbgPrompt@12
         54   24 000ACC76 DbgQueryDebugFilterState = _DbgQueryDebugFilterState@8
         55   25 000ACC86 DbgSetDebugFilterState = _DbgSetDebugFilterState@12
         56   26 0009F3F3 DbgUiConnectToDbg = _DbgUiConnectToDbg@0
         57   27 0009F49B DbgUiContinue = _DbgUiContinue@8
         58   28 0009F5C4 DbgUiConvertStateChangeStructure = _DbgUiConvertStateChangeStructure@8
         59   29 0009F582 DbgUiDebugActiveProcess = _DbgUiDebugActiveProcess@4
         60   2A 0009F445 DbgUiGetThreadDebugObject = _DbgUiGetThreadDebugObject@0
         61   2B 0009F53B DbgUiIssueRemoteBreakin = _DbgUiIssueRemoteBreakin@4
         62   2C 0009F4E2 DbgUiRemoteBreakin = _DbgUiRemoteBreakin@4
         63   2D 0009F457 DbgUiSetThreadDebugObject = _DbgUiSetThreadDebugObject@4
         64   2E 0009F4C0 DbgUiStopDebugging = _DbgUiStopDebugging@4
         65   2F 0009F474 DbgUiWaitStateChange = _DbgUiWaitStateChange@8
         66   30 00010008 DbgUserBreakPoint = _DbgUserBreakPoint@0
         67   31 000DA24C EtwCreateTraceInstanceId = _EtwCreateTraceInstanceId@8
         68   32 00061813 EtwDeliverDataBlock = _EtwDeliverDataBlock@4
         69   33 000DA79F EtwEnumerateProcessRegGuids = _EtwEnumerateProcessRegGuids@12
         70   34 00077C9A EtwEventActivityIdControl = _EtwEventActivityIdControl@8
         71   35 00038742 EtwEventEnabled = _EtwEventEnabled@12
         72   36 000DA33E EtwEventProviderEnabled = _EtwEventProviderEnabled@20
         73   37 0003F54C EtwEventRegister = _EtwEventRegister@16
         74   38 0004DF61 EtwEventUnregister = _EtwEventUnregister@8
         75   39 00060F21 EtwEventWrite = _EtwEventWrite@20
         76   3A 000DAA49 EtwEventWriteEndScenario = _EtwEventWriteEndScenario@20
         77   3B 000DA89C EtwEventWriteEx = _EtwEventWriteEx@40
         78   3C 000DA8CF EtwEventWriteFull = _EtwEventWriteFull@32
         79   3D 00070730 EtwEventWriteNoRegistration = _EtwEventWriteNoRegistration@16
         80   3E 000DA8FF EtwEventWriteStartScenario = _EtwEventWriteStartScenario@20
         81   3F 000DA41C EtwEventWriteString = _EtwEventWriteString@24
         82   40 00077D50 EtwEventWriteTransfer = _EtwEventWriteTransfer@28
         83   41 000557E0 EtwGetTraceEnableFlags = _EtwGetTraceEnableFlags@8
         84   42 000557AA EtwGetTraceEnableLevel = _EtwGetTraceEnableLevel@8
         85   43 00055741 EtwGetTraceLoggerHandle = _EtwGetTraceLoggerHandle@4
         86   44 000DAB0F EtwLogTraceEvent = _EtwLogTraceEvent@12
         87   45 0003F3C4 EtwNotificationRegister = _EtwNotificationRegister@20
         88   46 0004DECB EtwNotificationUnregister = _EtwNotificationUnregister@12
         89   47 00070A6D EtwProcessPrivateLoggerRequest = _EtwProcessPrivateLoggerRequest@4
         90   48 000DA30E EtwRegisterSecurityProvider = _EtwRegisterSecurityProvider@0
         91   49 00069FE7 EtwRegisterTraceGuidsA = _EtwRegisterTraceGuidsA@32
         92   4A 0003F6D5 EtwRegisterTraceGuidsW = _EtwRegisterTraceGuidsW@32
         93   4B 000DD232 EtwReplyNotification = _EtwReplyNotification@4
         94   4C 00073F2C EtwSendNotification = _EtwSendNotification@20
         95   4D 000DADBF EtwSetMark = _EtwSetMark@16
         96   4E 000DAB7A EtwTraceEventInstance = _EtwTraceEventInstance@20
         97   4F 000665BA EtwTraceMessage = _EtwTraceMessage
         98   50 000665DE EtwTraceMessageVa = _EtwTraceMessageVa@24
         99   51 0004DFA6 EtwUnregisterTraceGuids = _EtwUnregisterTraceGuids@8
        100   52 000DA699 EtwWriteUMSecurityEvent = _EtwWriteUMSecurityEvent@16
        101   53 000DD79F EtwpCreateEtwThread = _EtwpCreateEtwThread@8
        102   54 00074441 EtwpGetCpuSpeed = _EtwpGetCpuSpeed@8
        103   55 000617B9 EtwpNotificationThread = _EtwpNotificationThread@4
        104   56 000DE1C1 EvtIntReportAuthzEventAndSourceAsync = _EvtIntReportAuthzEventAndSourceAsync@44
        105   57 000DE18B EvtIntReportEventAndSourceAsync = _EvtIntReportEventAndSourceAsync@44
         15   58 00032513 ExpInterlockedPopEntrySListEnd = ExpInterlockedPopEntrySListEnd
         16   59 00032511 ExpInterlockedPopEntrySListFault = _ExpInterlockedPopEntrySListFault@0
         17   5A 000324DB ExpInterlockedPopEntrySListResume = ExpInterlockedPopEntrySListResume
        106   5B 000101A0 KiFastSystemCall = _KiFastSystemCall@0
        107   5C 000101A4 KiFastSystemCallRet = _KiFastSystemCallRet@0
        108   5D 000101B0 KiIntSystemCall = _KiIntSystemCall@0
        109   5E 00010150 KiRaiseUserExceptionDispatcher = _KiRaiseUserExceptionDispatcher@0
        110   5F 00010028 KiUserApcDispatcher = _KiUserApcDispatcher@16
        111   60 000100B8 KiUserCallbackDispatcher = _KiUserCallbackDispatcher@12
        112   61 00010100 KiUserExceptionDispatcher = _KiUserExceptionDispatcher@8
        113   62 00041DC0 LdrAccessResource = _LdrAccessResource@16
        114   63 00053988 LdrAddLoadAsDataTable = _LdrAddLoadAsDataTable@20
        115   64 0003FE6F LdrAddRefDll = _LdrAddRefDll@8
        116   65 00040C26 LdrDisableThreadCalloutsForDll = _LdrDisableThreadCalloutsForDll@4
        117   66 000AD5C1 LdrEnumResources = _LdrEnumResources@20
        118   67 0003BDD7 LdrEnumerateLoadedModules = _LdrEnumerateLoadedModules@12
        119   68 0005364A LdrFindEntryForAddress = _LdrFindEntryForAddress@8
        120   69 000AD9AF LdrFindResourceDirectory_U = _LdrFindResourceDirectory_U@16
        121   6A 000502C5 LdrFindResourceEx_U = _LdrFindResourceEx_U@20
        122   6B 00041DDD LdrFindResource_U = _LdrFindResource_U@16
        123   6C 000AD803 LdrFlushAlternateResourceModules = _LdrFlushAlternateResourceModules@0
        124   6D 0002FB57 LdrGetDllHandle = _LdrGetDllHandle@16
        125   6E 000538FF LdrGetDllHandleByMapping = _LdrGetDllHandleByMapping@8
        126   6F 000518E9 LdrGetDllHandleByName = _LdrGetDllHandleByName@12
        127   70 0002FB78 LdrGetDllHandleEx = _LdrGetDllHandleEx@20
        128   71 000A02BC LdrGetFailureData = _LdrGetFailureData@0
        129   72 000ACE3E LdrGetFileNameFromLoadAsDataTable = _LdrGetFileNameFromLoadAsDataTable@8
        130   73 0003000A LdrGetProcedureAddress = _LdrGetProcedureAddress@16
        131   74 0003002B LdrGetProcedureAddressEx = _LdrGetProcedureAddressEx@20
        132   75 0009F8AC LdrHotPatchRoutine = _LdrHotPatchRoutine@4
        133   76 00077384 LdrInitShimEngineDynamic = _LdrInitShimEngineDynamic@4
        134   77 00039CB9 LdrInitializeThunk = _LdrInitializeThunk@8
        135   78 00073945 LdrLoadAlternateResourceModule = _LdrLoadAlternateResourceModule@16
        136   79 0004377B LdrLoadAlternateResourceModuleEx = _LdrLoadAlternateResourceModuleEx@20
        137   7A 0003C096 LdrLoadDll = _LdrLoadDll@16
        138   7B 000369E5 LdrLockLoaderLock = _LdrLockLoaderLock@12
        139   7C 00057199 LdrOpenImageFileOptionsKey = _RtlOpenImageFileOptionsKey@12
        140   7D 000AE277 LdrProcessRelocationBlock = _LdrProcessRelocationBlock@16
        141   7E 0005D58A LdrQueryImageFileExecutionOptions = _LdrQueryImageFileExecutionOptions@24
        142   7F 0005D5B1 LdrQueryImageFileExecutionOptionsEx = _RtlQueryImageFileExecutionOptions@28
        143   80 00056D2A LdrQueryImageFileKeyOption = _RtlQueryImageFileKeyOption@24
        144   81 000A01F6 LdrQueryModuleServiceTags = _LdrQueryModuleServiceTags@12
        145   82 000A01CC LdrQueryProcessModuleInformation = _LdrQueryProcessModuleInformation@12
        146   83 0006BCB1 LdrRegisterDllNotification = _LdrRegisterDllNotification@16
        147   84 00058312 LdrRemoveLoadAsDataTable = _LdrRemoveLoadAsDataTable@16
        148   85 00060373 LdrResFindResource = _LdrResFindResource@36
        149   86 0003D8B5 LdrResFindResourceDirectory = _LdrResFindResourceDirectory@28
        150   87 000590B3 LdrResGetRCConfig = _LdrResGetRCConfig@20
        151   88 000AE7EA LdrResRelease = _LdrResRelease@12
        152   89 0003CBFC LdrResSearchResource = _LdrResSearchResource@32
        153   8A 000434BE LdrRscIsTypeExist = _LdrRscIsTypeExist@16
        154   8B 000A01EC LdrSetAppCompatDllRedirectionCallback = _MatchAll@12
        155   8C 000468A7 LdrSetDllManifestProber = _LdrSetDllManifestProber@12
        156   8D 000AD95B LdrSetMUICacheType = _LdrSetMUICacheType@4
        157   8E 0004DB99 LdrShutdownProcess = _LdrShutdownProcess@0
        158   8F 00051FC1 LdrShutdownThread = _LdrShutdownThread@0
        159   90 00058175 LdrUnloadAlternateResourceModule = _LdrUnloadAlternateResourceModule@4
        160   91 0005818D LdrUnloadAlternateResourceModuleEx = _LdrUnloadAlternateResourceModuleEx@8
        161   92 00041087 LdrUnloadDll = _LdrUnloadDll@4
        162   93 00036A8C LdrUnlockLoaderLock = _LdrUnlockLoaderLock@8
        163   94 00070108 LdrUnregisterDllNotification = _LdrUnregisterDllNotification@4
        164   95 000A02C7 LdrVerifyImageMatchesChecksum = _LdrVerifyImageMatchesChecksum@16
        165   96 0009FD42 LdrVerifyImageMatchesChecksumEx = _LdrVerifyImageMatchesChecksumEx@8
        166   97 000A5545 LdrWx86FormatVirtualImage = _LdrpWx86FormatVirtualImage@12
        167   98 0003C89C LdrpResGetMappingSize = _LdrpResGetMappingSize@16
        168   99 0003CA58 LdrpResGetResourceDirectory = _LdrpResGetResourceDirectory@20
        169   9A 000DA1A9 MD4Final = _MD4Final@4
        170   9B 000DA05C MD4Init = _MD4Init@4
        171   9C 000DA090 MD4Update = _MD4Update@12
        172   9D 00070EBC MD5Final = _MD5Final@4
        173   9E 00070D69 MD5Init = _MD5Init@4
        174   9F 00070F4A MD5Update = _MD5Update@12
        175   A0 00100010 NlsAnsiCodePage = _NlsAnsiCodePage
        176   A1 00100003 NlsMbCodePageTag = _NlsMbCodePageTag
        177   A2 00100004 NlsMbOemCodePageTag = _NlsMbOemCodePageTag
        178   A3 000201A0 NtAcceptConnectPort = _NtAcceptConnectPort@24
        179   A4 000201B8 NtAccessCheck = _NtAccessCheck@32
        180   A5 0001FBF8 NtAccessCheckAndAuditAlarm = _ZwAccessCheckAndAuditAlarm@44
        181   A6 000201D0 NtAccessCheckByType = _NtAccessCheckByType@44
        182   A7 000200A4 NtAccessCheckByTypeAndAuditAlarm = _NtAccessCheckByTypeAndAuditAlarm@64
        183   A8 000201E8 NtAccessCheckByTypeResultList = _NtAccessCheckByTypeResultList@44
        184   A9 00020200 NtAccessCheckByTypeResultListAndAuditAlarm = _ZwAccessCheckByTypeResultListAndAuditAlarm@64
        185   AA 00020218 NtAccessCheckByTypeResultListAndAuditAlarmByHandle = _ZwAccessCheckByTypeResultListAndAuditAlarmByHandle@68
        186   AB 0001FEE8 NtAddAtom = _NtAddAtom@12
        187   AC 00020230 NtAddBootEntry = _ZwAddBootEntry@8
        188   AD 00020248 NtAddDriverEntry = _NtAddDriverEntry@8
        189   AE 00020260 NtAdjustGroupsToken = _ZwAdjustGroupsToken@24
        190   AF 0001FE50 NtAdjustPrivilegesToken = _ZwAdjustPrivilegesToken@24
        191   B0 00020278 NtAlertResumeThread = _ZwAlertResumeThread@8
        192   B1 00020294 NtAlertThread = _ZwAlertThread@4
        193   B2 000202B0 NtAllocateLocallyUniqueId = _NtAllocateLocallyUniqueId@4
        194   B3 000202CC NtAllocateReserveObject = _NtAllocateReserveObject@12
        195   B4 000202E4 NtAllocateUserPhysicalPages = _NtAllocateUserPhysicalPages@12
        196   B5 000202FC NtAllocateUuids = _NtAllocateUuids@16
        197   B6 0001FA50 NtAllocateVirtualMemory = _NtAllocateVirtualMemory@24
        198   B7 00020318 NtAlpcAcceptConnectPort = _ZwAlpcAcceptConnectPort@36
        199   B8 00020330 NtAlpcCancelMessage = _NtAlpcCancelMessage@12
        200   B9 00020348 NtAlpcConnectPort = _NtAlpcConnectPort@44
        201   BA 00020360 NtAlpcCreatePort = _ZwAlpcCreatePort@12
        202   BB 00020378 NtAlpcCreatePortSection = _ZwAlpcCreatePortSection@24
        203   BC 00020390 NtAlpcCreateResourceReserve = _ZwAlpcCreateResourceReserve@16
        204   BD 000203A8 NtAlpcCreateSectionView = _ZwAlpcCreateSectionView@12
        205   BE 000203C0 NtAlpcCreateSecurityContext = _ZwAlpcCreateSecurityContext@12
        206   BF 000203D8 NtAlpcDeletePortSection = _NtAlpcDeletePortSection@12
        207   C0 000203F0 NtAlpcDeleteResourceReserve = _NtAlpcDeleteResourceReserve@12
        208   C1 00020408 NtAlpcDeleteSectionView = _NtAlpcDeleteSectionView@12
        209   C2 00020420 NtAlpcDeleteSecurityContext = _ZwAlpcDeleteSecurityContext@12
        210   C3 00020438 NtAlpcDisconnectPort = _NtAlpcDisconnectPort@8
        211   C4 00020450 NtAlpcImpersonateClientOfPort = _NtAlpcImpersonateClientOfPort@12
        212   C5 00020468 NtAlpcOpenSenderProcess = _ZwAlpcOpenSenderProcess@24
        213   C6 00020480 NtAlpcOpenSenderThread = _ZwAlpcOpenSenderThread@24
        214   C7 00020498 NtAlpcQueryInformation = _NtAlpcQueryInformation@20
        215   C8 000204B0 NtAlpcQueryInformationMessage = _NtAlpcQueryInformationMessage@24
        216   C9 000204C8 NtAlpcRevokeSecurityContext = _NtAlpcRevokeSecurityContext@12
        217   CA 000204E0 NtAlpcSendWaitReceivePort = _ZwAlpcSendWaitReceivePort@32
        218   CB 000204F8 NtAlpcSetInformation = _NtAlpcSetInformation@16
        219   CC 0001FF64 NtApphelpCacheControl = _NtApphelpCacheControl@8
        220   CD 00020510 NtAreMappedFilesTheSame = _NtAreMappedFilesTheSame@8
        221   CE 0002052C NtAssignProcessToJobObject = _ZwAssignProcessToJobObject@8
        222   CF 0001F868 NtCallbackReturn = _NtCallbackReturn@12
        223   D0 0002010C NtCancelIoFile = _NtCancelIoFile@8
        224   D1 00020548 NtCancelIoFileEx = _NtCancelIoFileEx@12
        225   D2 00020560 NtCancelSynchronousIoFile = _ZwCancelSynchronousIoFile@12
        226   D3 0002016C NtCancelTimer = _NtCancelTimer@8
        227   D4 0001FE04 NtClearEvent = _NtClearEvent@4
        228   D5 0001F970 NtClose = _NtClose@4
        229   D6 0001FDBC NtCloseObjectAuditAlarm = _NtCloseObjectAuditAlarm@12
        230   D7 00020578 NtCommitComplete = _ZwCommitComplete@8
        231   D8 00020590 NtCommitEnlistment = _ZwCommitEnlistment@8
        232   D9 000205A8 NtCommitTransaction = _ZwCommitTransaction@8
        233   DA 000205C0 NtCompactKeys = _ZwCompactKeys@8
        234   DB 000205D8 NtCompareTokens = _ZwCompareTokens@12
        235   DC 000205F0 NtCompleteConnectPort = _ZwCompleteConnectPort@4
        236   DD 00020608 NtCompressKey = _ZwCompressKey@4
        237   DE 00020624 NtConnectPort = _NtConnectPort@32
        238   DF 0001FE80 NtContinue = _NtContinue@8
        239   E0 0002063C NtCreateDebugObject = _NtCreateDebugObject@16
        240   E1 00020654 NtCreateDirectoryObject = _NtCreateDirectoryObject@12
        241   E2 0002066C NtCreateEnlistment = _NtCreateEnlistment@32
        242   E3 0001FF04 NtCreateEvent = _NtCreateEvent@20
        243   E4 00020684 NtCreateEventPair = _ZwCreateEventPair@12
        244   E5 00020044 NtCreateFile = _NtCreateFile@44
        245   E6 0002069C NtCreateIoCompletion = _NtCreateIoCompletion@16
        246   E7 000206B4 NtCreateJobObject = _ZwCreateJobObject@12
        247   E8 000206CC NtCreateJobSet = _NtCreateJobSet@12
        248   E9 0001FAD0 NtCreateKey = _NtCreateKey@28
        249   EA 000206E4 NtCreateKeyTransacted = _NtCreateKeyTransacted@32
        250   EB 000206FC NtCreateKeyedEvent = _ZwCreateKeyedEvent@16
        251   EC 00020714 NtCreateMailslotFile = _NtCreateMailslotFile@32
        252   ED 0002072C NtCreateMutant = _ZwCreateMutant@16
        253   EE 00020744 NtCreateNamedPipeFile = _NtCreateNamedPipeFile@56
        254   EF 0002075C NtCreatePagingFile = _ZwCreatePagingFile@16
        255   F0 00020774 NtCreatePort = _ZwCreatePort@20
        256   F1 0002078C NtCreatePrivateNamespace = _NtCreatePrivateNamespace@16
        257   F2 000207A4 NtCreateProcess = _ZwCreateProcess@32
        258   F3 0001FF7C NtCreateProcessEx = _NtCreateProcessEx@36
        259   F4 000207BC NtCreateProfile = _NtCreateProfile@36
        260   F5 000207D4 NtCreateProfileEx = _NtCreateProfileEx@40
        261   F6 000207EC NtCreateResourceManager = _ZwCreateResourceManager@28
        262   F7 0001FF34 NtCreateSection = _NtCreateSection@28
        263   F8 00020804 NtCreateSemaphore = _ZwCreateSemaphore@20
        264   F9 0002081C NtCreateSymbolicLinkObject = _ZwCreateSymbolicLinkObject@16
        265   FA 0001FF94 NtCreateThread = _ZwCreateThread@32
        266   FB 00020834 NtCreateThreadEx = _NtCreateThreadEx@44
        267   FC 0002084C NtCreateTimer = _NtCreateTimer@16
        268   FD 00020864 NtCreateToken = _ZwCreateToken@52
        269   FE 0002087C NtCreateTransaction = _NtCreateTransaction@40
        270   FF 00020894 NtCreateTransactionManager = _ZwCreateTransactionManager@24
        271  100 000208AC NtCreateUserProcess = _ZwCreateUserProcess@44
        272  101 000208C4 NtCreateWaitablePort = _NtCreateWaitablePort@20
        273  102 000208DC NtCreateWorkerFactory = _ZwCreateWorkerFactory@40
        274  103 0009EC4B NtCurrentTeb = _NtCurrentTeb@0
        275  104 000208F4 NtDebugActiveProcess = _ZwDebugActiveProcess@8
        276  105 00020910 NtDebugContinue = _ZwDebugContinue@12
        277  106 0001FD0C NtDelayExecution = _ZwDelayExecution@8
        278  107 00020928 NtDeleteAtom = _ZwDeleteAtom@4
        279  108 00020944 NtDeleteBootEntry = _ZwDeleteBootEntry@4
        280  109 0002095C NtDeleteDriverEntry = _NtDeleteDriverEntry@4
        281  10A 00020974 NtDeleteFile = _NtDeleteFile@4
        282  10B 0002098C NtDeleteKey = _NtDeleteKey@4
        283  10C 000209A4 NtDeleteObjectAuditAlarm = _ZwDeleteObjectAuditAlarm@12
        284  10D 000209BC NtDeletePrivateNamespace = _NtDeletePrivateNamespace@4
        285  10E 000209D4 NtDeleteValueKey = _ZwDeleteValueKey@8
        286  10F 0001F89C NtDeviceIoControlFile = _ZwDeviceIoControlFile@40
        287  110 000209EC NtDisableLastKnownGood = _ZwDisableLastKnownGood@0
        288  111 00020A04 NtDisplayString = _NtDisplayString@4
        289  112 00020A1C NtDrawText = _NtDrawText@4
        290  113 0001FDD4 NtDuplicateObject = _ZwDuplicateObject@28
        291  114 0001FE68 NtDuplicateToken = _NtDuplicateToken@24
        292  115 00020A34 NtEnableLastKnownGood = _ZwEnableLastKnownGood@0
        293  116 00020A4C NtEnumerateBootEntries = _NtEnumerateBootEntries@8
        294  117 00020A64 NtEnumerateDriverEntries = _NtEnumerateDriverEntries@8
        295  118 0001FCDC NtEnumerateKey = _NtEnumerateKey@24
        296  119 00020A7C NtEnumerateSystemEnvironmentValuesEx = _NtEnumerateSystemEnvironmentValuesEx@12
        297  11A 00020A94 NtEnumerateTransactionObject = _NtEnumerateTransactionObject@20
        298  11B 0001F9D0 NtEnumerateValueKey = _ZwEnumerateValueKey@24
        299  11C 00020AAC NtExtendSection = _NtExtendSection@8
        300  11D 00020AC4 NtFilterToken = _ZwFilterToken@24
        301  11E 0001F9E8 NtFindAtom = _ZwFindAtom@12
        302  11F 0001FF4C NtFlushBuffersFile = _NtFlushBuffersFile@8
        303  120 00020ADC NtFlushInstallUILanguage = _ZwFlushInstallUILanguage@8
        304  121 00020AF4 NtFlushInstructionCache = _NtFlushInstructionCache@12
        305  122 00020B10 NtFlushKey = _NtFlushKey@4
        306  123 00020B2C NtFlushProcessWriteBuffers = _NtFlushProcessWriteBuffers@0
        307  124 00020B44 NtFlushVirtualMemory = _NtFlushVirtualMemory@16
        308  125 00020B5C NtFlushWriteBuffer = _ZwFlushWriteBuffer@0
        309  126 00020B78 NtFreeUserPhysicalPages = _NtFreeUserPhysicalPages@12
        310  127 0001FAE8 NtFreeVirtualMemory = _ZwFreeVirtualMemory@16
        311  128 00020B90 NtFreezeRegistry = _ZwFreezeRegistry@4
        312  129 00020BA8 NtFreezeTransactions = _NtFreezeTransactions@8
        313  12A 0001FD88 NtFsControlFile = _NtFsControlFile@40
        314  12B 00020BC0 NtGetContextThread = _NtGetContextThread@8
        315  12C 00020BD8 NtGetCurrentProcessorNumber = _NtGetCurrentProcessorNumber@0
        316  12D 00020BF4 NtGetDevicePowerState = _NtGetDevicePowerState@8
        317  12E 00020C10 NtGetMUIRegistryInfo = _ZwGetMUIRegistryInfo@12
        318  12F 00020C28 NtGetNextProcess = _ZwGetNextProcess@20
        319  130 00020C40 NtGetNextThread = _ZwGetNextThread@24
        320  131 00020C58 NtGetNlsSectionPtr = _NtGetNlsSectionPtr@20
        321  132 00020C70 NtGetNotificationResourceManager = _NtGetNotificationResourceManager@28
        322  133 00020C88 NtGetPlugPlayEvent = _ZwGetPlugPlayEvent@16
        323  134 000B0A84 NtGetTickCount = _RtlGetTickCount@0
        324  135 00020CA0 NtGetWriteWatch = _ZwGetWriteWatch@28
        325  136 00020CB8 NtImpersonateAnonymousToken = _NtImpersonateAnonymousToken@4
        326  137 0001FB00 NtImpersonateClientOfPort = _NtImpersonateClientOfPort@8
        327  138 00020CD4 NtImpersonateThread = _ZwImpersonateThread@12
        328  139 00020CEC NtInitializeNlsFiles = _NtInitializeNlsFiles@12
        329  13A 00020D04 NtInitializeRegistry = _NtInitializeRegistry@4
        330  13B 00020D1C NtInitiatePowerAction = _ZwInitiatePowerAction@16
        331  13C 0001FFAC NtIsProcessInJob = _ZwIsProcessInJob@8
        332  13D 00020D38 NtIsSystemResumeAutomatic = _NtIsSystemResumeAutomatic@0
        333  13E 00020D54 NtIsUILanguageComitted = _ZwIsUILanguageComitted@0
        334  13F 00020D6C NtListenPort = _ZwListenPort@8
        335  140 00020D84 NtLoadDriver = _ZwLoadDriver@4
        337  141 00020D9C NtLoadKey = _ZwLoadKey@8
        336  142 00020DB4 NtLoadKey2 = _ZwLoadKey2@12
        338  143 00020DCC NtLoadKeyEx = _NtLoadKeyEx@32
        339  144 00020DE4 NtLockFile = _ZwLockFile@40
        340  145 00020DFC NtLockProductActivationKeys = _NtLockProductActivationKeys@8
        341  146 00020E18 NtLockRegistryKey = _NtLockRegistryKey@4
        342  147 00020E34 NtLockVirtualMemory = _ZwLockVirtualMemory@16
        343  148 00020E4C NtMakePermanentObject = _NtMakePermanentObject@4
        344  149 00020E68 NtMakeTemporaryObject = _NtMakeTemporaryObject@4
        345  14A 00020E84 NtMapCMFModule = _NtMapCMFModule@24
        346  14B 00020E9C NtMapUserPhysicalPages = _NtMapUserPhysicalPages@12
        347  14C 0001F830 NtMapUserPhysicalPagesScatter = _ZwMapUserPhysicalPagesScatter@12
        348  14D 0001FBE0 NtMapViewOfSection = _NtMapViewOfSection@40
        349  14E 00020EB8 NtModifyBootEntry = _NtModifyBootEntry@4
        350  14F 00020ED0 NtModifyDriverEntry = _ZwModifyDriverEntry@4
        351  150 00020EE8 NtNotifyChangeDirectoryFile = _NtNotifyChangeDirectoryFile@36
        352  151 00020F00 NtNotifyChangeKey = _ZwNotifyChangeKey@40
        353  152 00020F18 NtNotifyChangeMultipleKeys = _ZwNotifyChangeMultipleKeys@48
        354  153 00020F30 NtNotifyChangeSession = _ZwNotifyChangeSession@32
        355  154 0002008C NtOpenDirectoryObject = _ZwOpenDirectoryObject@12
        356  155 00020F48 NtOpenEnlistment = _ZwOpenEnlistment@20
        357  156 0001FE38 NtOpenEvent = _ZwOpenEvent@12
        358  157 00020F60 NtOpenEventPair = _ZwOpenEventPair@12
        359  158 0001FCF4 NtOpenFile = _ZwOpenFile@24
        360  159 00020F78 NtOpenIoCompletion = _NtOpenIoCompletion@12
        361  15A 00020F90 NtOpenJobObject = _ZwOpenJobObject@12
        362  15B 0001F9B8 NtOpenKey = _NtOpenKey@12
        363  15C 00020FA8 NtOpenKeyEx = _ZwOpenKeyEx@16
        364  15D 00020FC0 NtOpenKeyTransacted = _ZwOpenKeyTransacted@16
