Microsoft (R) COFF/PE Dumper Version 9.00.30729.01
Copyright (C) Microsoft Corporation.  All rights reserved.
       1544   2A 00016FA0 ChangeWindowMessageFilterEx = ZwUserChangeWindowMessageFilterEx
       1545   2B 00008790 CharLowerA = CharLowerA
       1546   2C 00006350 CharLowerBuffA = CharLowerBuffA
       1547   2D 0000FF70 CharLowerBuffW = CharLowerBuffW
       1548   2E 0000FFCC CharLowerW = CharLowerW
       1549   2F 00010428 CharNextA = CharNextA
       1557   30 00079DD0 CharNextExA = CharNextExA
       1558   31 000153BC CharNextW = CharNextW
       1559   32 00010460 CharPrevA = CharPrevA
       1560   33 00079E10 CharPrevExA = CharPrevExA
       1561   34 000102C4 CharPrevW = CharPrevW
       1562   35 0000DA0C CharToOemA = CharToOemA
       1563   36 00006098 CharToOemBuffA = CharToOemBuffA
       1564   37 00074A30 CharToOemBuffW = CharToOemBuffW
       1565   38 000749C0 CharToOemW = CharToOemW
       1566   39 0001E704 CharUpperA = CharUpperA
       1567   3A 0001E750 CharUpperBuffA = CharUpperBuffA
       1568   3B 0001E620 CharUpperBuffW = CharUpperBuffW
       1569   3C 0001E1A4 CharUpperW = CharUpperW
       1570   3D 0000D150 CheckDesktopByThreadId = NtUserCheckDesktopByThreadId
       1571   3E 0001F75C CheckDlgButton = CheckDlgButton
       1572   3F 00005F9C CheckMenuItem = CheckMenuItem
       1573   40 00005564 CheckMenuRadioItem = CheckMenuRadioItem
       1574   41 00020B00 CheckRadioButton = CheckRadioButton
       1575   42 0002B470 CheckWindowThreadDesktop = NtUserCheckWindowThreadDesktop
       1576   43 00040BC4 ChildWindowFromPoint = ChildWindowFromPoint
       1577   44 00022180 ChildWindowFromPointEx = NtUserChildWindowFromPointEx
       1578   45 0003D7E0 CliImmSetHotKey = CliImmSetHotKey
       1579   46 0001D054 ClientThreadSetup = ClientThreadSetup
       1580   47 00015B20 ClientToScreen = ClientToScreen
       1581   48 0002B480 ClipCursor = ZwUserClipCursor
       1582   49 00027ED0 CloseClipboard = NtUserCloseClipboard
       1583   4A 000104C0 CloseDesktop = NtUserCloseDesktop
       1584   4B 00040A98 CloseGestureInfoHandle = CloseGestureInfoHandle
       1585   4C 00043BA0 CloseTouchInputHandle = CloseTouchInputHandle
       1586   4D 0001FE78 CloseWindow = CloseWindow
       1587   4E 00029410 CloseWindowStation = ZwUserCloseWindowStation
       1588   4F 0001E410 ConsoleControl = ConsoleControl
       1589   50 000268A0 ControlMagnification = NtUserMagControl
       1590   51 00042D90 CopyAcceleratorTableA = CopyAcceleratorTableA
       1591   52 00026D10 CopyAcceleratorTableW = NtUserCopyAcceleratorTable
       1592   53 000097F4 CopyIcon = CopyIcon
       1593   54 00009F38 CopyImage = CopyImage
       1594   55 0001C8E4 CopyRect = CopyRect
       1595   56 00027FA0 CountClipboardFormats = ZwUserCountClipboardFormats
       1596   57 00042D10 CreateAcceleratorTableA = CreateAcceleratorTableA
       1597   58 0000D630 CreateAcceleratorTableW = ZwUserCreateAcceleratorTable
       1598   59 00028890 CreateCaret = ZwUserCreateCaret
       1599   5A 000239D4 CreateCursor = CreateCursor
       1600   5B 00041A00 CreateDesktopA = CreateDesktopA
       1601   5C 00041894 CreateDesktopExA = CreateDesktopExA
       1602   5D 00004264 CreateDesktopExW = CreateDesktopExW
       1603   5E 00004230 CreateDesktopW = CreateDesktopW
       1604   5F 00042E68 CreateDialogIndirectParamA = CreateDialogIndirectParamA
       1605   60 0000A604 CreateDialogIndirectParamAorW = CreateDialogIndirectParamAorW
       1606   61 0001F700 CreateDialogIndirectParamW = CreateDialogIndirectParamW
       1607   62 00042F54 CreateDialogParamA = CreateDialogParamA
       1608   63 0000A67C CreateDialogParamW = CreateDialogParamW
       1609   64 00043014 CreateIcon = CreateIcon
       1610   65 0004337C CreateIconFromResource = CreateIconFromResource
       1611   66 000120B8 CreateIconFromResourceEx = CreateIconFromResourceEx
       1612   67 0000F8A4 CreateIconIndirect = CreateIconIndirect
       1613   68 00070268 CreateMDIWindowA = CreateMDIWindowA
       1614   69 000702DC CreateMDIWindowW = CreateMDIWindowW
       1615   6A 00027AEC CreateMenu = CreateMenu
       1616   6B 000099C0 CreatePopupMenu = CreatePopupMenu
       1617   6C 0007AB4C CreateSystemThreads = CreateSystemThreads
       1618   6D 0000C930 CreateWindowExA = CreateWindowExA
       1619   6E 00012C30 CreateWindowExW = CreateWindowExW
       1620   6F 000417D4 CreateWindowStationA = CreateWindowStationA
       1621   70 00001170 CreateWindowStationW = CreateWindowStationW
       1622   71 000044D4 CsrBroadcastSystemMessageExW = CsrBroadcastSystemMessageExW
       1623   72 00001CF8 CtxInitUser32 = CtxInitUser32
       1624   73 0007C570 DdeAbandonTransaction = DdeAbandonTransaction
       1625   74 000657CC DdeAccessData = DdeAccessData
       1626   75 00065528 DdeAddData = DdeAddData
       1627   76 0007BC20 DdeClientTransaction = DdeClientTransaction
       1628   77 0006639C DdeCmpStringHandles = DdeCmpStringHandles
       1629   78 0004E120 DdeConnect = DdeConnect
       1630   79 0004E230 DdeConnectList = DdeConnectList
       1631   7A 00065240 DdeCreateDataHandle = DdeCreateDataHandle
       1632   7B 0006614C DdeCreateStringHandleA = DdeCreateStringHandleA
       1633   7C 00004B30 DdeCreateStringHandleW = DdeCreateStringHandleW
       1634   7D 0004F084 DdeDisconnect = DdeDisconnect
       1635   7E 0004F128 DdeDisconnectList = DdeDisconnectList
       1636   7F 0003FA20 DdeEnableCallback = DdeEnableCallback
       1637   80 000658CC DdeFreeDataHandle = DdeFreeDataHandle
       1638   81 0001FF00 DdeFreeStringHandle = DdeFreeStringHandle
       1639   82 00065690 DdeGetData = DdeGetData
       1640   83 000526CC DdeGetLastError = DdeGetLastError
       1641   84 0001158C DdeGetQualityOfService = SetMessageQueue
       1642   85 00052720 DdeImpersonateClient = DdeImpersonateClient
       1643   86 000526A8 DdeInitializeA = DdeInitializeA
       1644   87 00004BF8 DdeInitializeW = DdeInitializeW
       1645   88 000662E0 DdeKeepStringHandle = DdeKeepStringHandle
       1646   89 000047F8 DdeNameService = DdeNameService
       1647   8A 0007C748 DdePostAdvise = DdePostAdvise
       1648   8B 0007C2A8 DdeQueryConvInfo = DdeQueryConvInfo
       1649   8C 0004EF38 DdeQueryNextServer = DdeQueryNextServer
       1650   8D 00066164 DdeQueryStringA = DdeQueryStringA
       1651   8E 00066190 DdeQueryStringW = DdeQueryStringW
       1652   8F 0004E544 DdeReconnect = DdeReconnect
       1653   90 0001158C DdeSetQualityOfService = SetMessageQueue
       1654   91 0007C490 DdeSetUserHandle = DdeSetUserHandle
       1655   92 0006586C DdeUnaccessData = DdeUnaccessData
       1656   93 0001FFA0 DdeUninitialize = DdeUninitialize
       1657   94          DefDlgProcA (forwarded to NTDLL.NtdllDialogWndProc_A)
       1658   95          DefDlgProcW (forwarded to NTDLL.NtdllDialogWndProc_W)
       1659   96 000703A0 DefFrameProcA = DefFrameProcA
       1660   97 00024138 DefFrameProcW = DefFrameProcW
       1661   98 000703C8 DefMDIChildProcA = DefMDIChildProcA
       1662   99 000242EC DefMDIChildProcW = DefMDIChildProcW
       1663   9A 00042CF0 DefRawInputProc = DefRawInputProc
       1664   9B          DefWindowProcA (forwarded to NTDLL.NtdllDefWindowProc_A)
       1665   9C          DefWindowProcW (forwarded to NTDLL.NtdllDefWindowProc_W)
       1666   9D 0000F730 DeferWindowPos = NtUserDeferWindowPos
       1667   9E 00009C30 DeleteMenu = ZwUserDeleteMenu
       1668   9F 000422DC DeregisterShellHookWindow = DeregisterShellHookWindow
       1669   A0 000288B0 DestroyAcceleratorTable = DestroyAcceleratorTable
       1670   A1 000289C4 DestroyCaret = DestroyCaret
       1671   A2 0000F888 DestroyCursor = DestroyCursor
       1672   A3 0000F888 DestroyIcon = DestroyCursor
       1673   A4 0000BDA0 DestroyMenu = NtUserDestroyMenu
       1674   A5 00076104 DestroyReasons = DestroyReasons
       1675   A6 0000F5B0 DestroyWindow = ZwUserDestroyWindow
       1676   A7 000043F0 DeviceEventWorker = DeviceEventWorker
       1677   A8 00042E40 DialogBoxIndirectParamA = DialogBoxIndirectParamA
       1678   A9 000274C4 DialogBoxIndirectParamAorW = DialogBoxIndirectParamAorW
       1679   AA 00027540 DialogBoxIndirectParamW = DialogBoxIndirectParamW
       1680   AB 00042E90 DialogBoxParamA = DialogBoxParamA
       1681   AC 000202D0 DialogBoxParamW = DialogBoxParamW
       1682   AD 00007410 DisableProcessWindowsGhosting = DisableProcessWindowsGhosting
       1683   AE 00018A74 DispatchMessageA = DispatchMessageA
       1684   AF 0001C69C DispatchMessageW = DispatchMessageW
       1685   B0 0001F664 DisplayConfigGetDeviceInfo = DisplayConfigGetDeviceInfo
       1686   B1 0007ECA0 DisplayConfigSetDeviceInfo = DisplayConfigSetDeviceInfo
       1687   B2 000511DC DisplayExitWindowsWarnings = DisplayExitWindowsWarnings
       1688   B3 0006CDD0 DlgDirListA = DlgDirListA
       1689   B4 0004D178 DlgDirListComboBoxA = DlgDirListComboBoxA
       1690   B5 0004D2AC DlgDirListComboBoxW = DlgDirListComboBoxW
       1691   B6 0006CF04 DlgDirListW = DlgDirListW
       1692   B7 0004D05C DlgDirSelectComboBoxExA = DlgDirSelectComboBoxExA
       1693   B8 0004D0FC DlgDirSelectComboBoxExW = DlgDirSelectComboBoxExW
       1694   B9 0006D134 DlgDirSelectExA = DlgDirSelectExA
       1695   BA 0006D1D8 DlgDirSelectExW = DlgDirSelectExW
       1696   BB 00003E60 DoSoundConnect = ZwUserDoSoundConnect
       1697   BC 0002B4E0 DoSoundDisconnect = ZwUserDoSoundDisconnect
       1698   BD 0002B4F0 DragDetect = NtUserDragDetect
       1699   BE 0002B500 DragObject = ZwUserDragObject
       1700   BF 0002B510 DrawAnimatedRects = ZwUserDrawAnimatedRects
       1701   C0 00074284 DrawCaption = DrawCaption
       1702   C1 0007E220 DrawCaptionTempA = DrawCaptionTempA
       1703   C2 00050960 DrawCaptionTempW = DrawCaptionTempW
       1704   C3 00017E94 DrawEdge = DrawEdge
       1705   C4 00021D20 DrawFocusRect = DrawFocusRect
       1706   C5 0001F1F4 DrawFrame = DrawFrame
       1707   C6 0007FEDC DrawFrameControl = DrawFrameControl
       1708   C7 00005854 DrawIcon = DrawIcon
       1709   C8 00017BE0 DrawIconEx = DrawIconEx
       1710   C9 00006040 DrawMenuBar = DrawMenuBar
       1711   CA 000705B4 DrawMenuBarTemp = DrawMenuBarTemp
       1712   CB 00070AA4 DrawStateA = DrawStateA
       1713   CC 00026DE4 DrawStateW = DrawStateW
       1714   CD 00051D80 DrawTextA = DrawTextA
       1715   CE 00051BE0 DrawTextExA = DrawTextExA
       1716   CF 00019C64 DrawTextExW = DrawTextExW
       1717   D0 0001B1F0 DrawTextW = DrawTextW
       1718   D1 000267E0 DwmGetDxSharedSurface = DwmGetDxSharedSurface
       1719   D2 000072B0 DwmStartRedirection = NtUserDwmStartRedirection
       1720   D3 00026190 DwmStopRedirection = NtUserDwmStopRedirection
       1721   D4 00058D8C EditWndProc = EditWndProc
       1722   D5 00021410 EmptyClipboard = ZwUserEmptyClipboard
       1723   D6 000099D0 EnableMenuItem = EnableMenuItem
       1724   D7 00076574 EnableScrollBar = EnableScrollBar
       1725   D8 0000D0F0 EnableWindow = EnableWindow
       1726   D9 0000F714 EndDeferWindowPos = EndDeferWindowPos
       1727   DA 00027680 EndDialog = EndDialog
       1728   DB 00009860 EndMenu = NtUserEndMenu
       1729   DC 0001B390 EndPaint = NtUserEndPaint
       1730   DD 00051804 EndTask = EndTask
       1731   DE 00075560 EnterReaderModeHelper = EnterReaderModeHelper
       1732   DF 000176D0 EnumChildWindows = EnumChildWindows
       1733   E0 00028308 EnumClipboardFormats = EnumClipboardFormats
       1734   E1 00009164 EnumDesktopWindows = EnumDesktopWindows
       1735   E2 000402B0 EnumDesktopsA = EnumDesktopsA
       1736   E3 000105D4 EnumDesktopsW = EnumDesktopsW
       1737   E4 0000CC04 EnumDisplayDevicesA = EnumDisplayDevicesA
       1738   E5 00007660 EnumDisplayDevicesW = EnumDisplayDevicesW
       1739   E6 00018430 EnumDisplayMonitors = NtUserEnumDisplayMonitors
       1740   E7 00026490 EnumDisplaySettingsA = EnumDisplaySettingsA
       1741   E8 000264AC EnumDisplaySettingsExA = EnumDisplaySettingsExA
       1742   E9 00018154 EnumDisplaySettingsExW = EnumDisplaySettingsExW
       1743   EA 00018274 EnumDisplaySettingsW = EnumDisplaySettingsW
       1744   EB 00040244 EnumPropsA = EnumPropsA
       1745   EC 0004026C EnumPropsExA = EnumPropsExA
       1746   ED 00040280 EnumPropsExW = EnumPropsExW
       1747   EE 00040258 EnumPropsW = EnumPropsW
       1748   EF 0000F824 EnumThreadWindows = EnumThreadWindows
       1749   F0 00040294 EnumWindowStationsA = EnumWindowStationsA
       1750   F1 000295B0 EnumWindowStationsW = EnumWindowStationsW
       1751   F2 00018620 EnumWindows = EnumWindows
       1752   F3 0001C840 EqualRect = EqualRect
       1753   F4 000297A0 ExcludeUpdateRgn = NtUserExcludeUpdateRgn
       1754   F5 000516E0 ExitWindowsEx = ExitWindowsEx
       1755   F6 0001B3B4 FillRect = FillRect
       1756   F7 000289E0 FindWindowA = WOWFindWindow
       1757   F8 0007DB30 FindWindowExA = FindWindowExA
       1758   F9 000293F0 FindWindowExW = FindWindowExW
       1759   FA 0000FC08 FindWindowW = FindWindowW
       1760   FB 00041E68 FlashWindow = FlashWindow
       1761   FC 0002B570 FlashWindowEx = NtUserFlashWindowEx
       1762   FD 00021520 FrameRect = FrameRect
       1763   FE 00025ACC FreeDDElParam = FreeDDElParam
       1764   FF 0002B580 FrostCrashedWindow = ZwUserFrostCrashedWindow
       1765  100 00024ED0 GetActiveWindow = GetActiveWindow
       1766  101 0007E3DC GetAltTabInfo = GetAltTabInfoA
       1767  102 0007E3DC GetAltTabInfoA = GetAltTabInfoA
       1768  103 00050A44 GetAltTabInfoW = GetAltTabInfoW
       1769  104 000178A0 GetAncestor = NtUserGetAncestor
       1770  105 000159DC GetAppCompatFlags = GetAppCompatFlags
       1771  106 0001C98C GetAppCompatFlags2 = GetAppCompatFlags2
       1772  107 0000F0C4 GetAsyncKeyState = GetAsyncKeyState
       1773  108 0000E130 GetCapture = GetCapture
       1774  109 00015420 GetCaretBlinkTime = ZwUserGetCaretBlinkTime
       1775  10A 00026FC0 GetCaretPos = ZwUserGetCaretPos
       1776  10B 00007CD0 GetClassInfoA = GetClassInfoA
       1777  10C 00007D08 GetClassInfoExA = GetClassInfoExA
       1778  10D 00013890 GetClassInfoExW = GetClassInfoExW
       1779  10E 00013A10 GetClassInfoW = GetClassInfoW
       1780  10F 0007CBFC GetClassLongA = GetClassLongA
       1781  110 0007CBBC GetClassLongPtrA = GetClassLongPtrA
       1782  111 000179D4 GetClassLongPtrW = GetClassLongPtrW
       1783  112 00018C50 GetClassLongW = GetClassLongW
       1784  113 0007B3E4 GetClassNameA = GetClassNameA
       1785  114 00017848 GetClassNameW = GetClassNameW
       1786  115 00027B10 GetClassWord = GetClassWord
       1787  116 0001A7B4 GetClientRect = GetClientRect
       1788  117 0002B5A0 GetClipCursor = NtUserGetClipCursor
       1789  118 00021584 GetClipboardData = GetClipboardData
       1790  119 000203E4 GetClipboardFormatNameA = GetClipboardFormatNameA
       1791  11A 00025714 GetClipboardFormatNameW
       1792  11B 00027E60 GetClipboardOwner = ZwUserGetClipboardOwner
       1793  11C 00027E50 GetClipboardSequenceNumber = ZwUserGetClipboardSequenceNumber
       1794  11D 0002B5B0 GetClipboardViewer = NtUserGetClipboardViewer
       1795  11E 00026DD0 GetComboBoxInfo = ZwUserGetComboBoxInfo
       1796  11F 00028B5C GetCursor = GetCursor
       1797  120 00020278 GetCursorFrameInfo = GetCursorFrameInfo
       1798  121 0002B5C0 GetCursorInfo = ZwUserGetCursorInfo
       1799  122 0000F434 GetCursorPos = GetCursorPos
       1800  123 0001A740 GetDC = ZwUserGetDC
       1801  124 00017D20 GetDCEx = NtUserGetDCEx
       1802  125 00013740 GetDesktopWindow = GetCurrentThreadDesktopHwnd
       1803  126 00026D24 GetDialogBaseUnits = GetDialogBaseUnits
       1804  127 00007238 GetDisplayConfigBufferSizes = GetDisplayConfigBufferSizes
       1805  128 00017D44 GetDlgCtrlID = GetDlgCtrlID
       1806  129 0000DB58 GetDlgItem = GetDlgItem
       1807  12A 0001F500 GetDlgItemInt = GetDlgItemInt
       1808  12B 0007CCA8 GetDlgItemTextA = GetDlgItemTextA
       1809  12C 000218F8 GetDlgItemTextW = GetDlgItemTextW
       1810  12D 0000FE50 GetDoubleClickTime = ZwUserGetDoubleClickTime
       1811  12E 00018D70 GetFocus = GetFocus
       1812  12F 000182B0 GetForegroundWindow = NtUserGetForegroundWindow
       1813  130 00016FC0 GetGUIThreadInfo = ZwUserGetGUIThreadInfo
       1814  131 0002B5D0 GetGestureConfig = ZwUserGetGestureConfig
       1815  132 00040A7C GetGestureExtraArgs = GetGestureExtraArgs
       1816  133 00040980 GetGestureInfo = GetGestureInfo
       1817  134 0002B600 GetGuiResources = NtUserGetGuiResources
       1818  135 00017718 GetIconInfo = GetIconInfo
       1819  136 000431B0 GetIconInfoExA = GetIconInfoExA
       1820  137 000430C8 GetIconInfoExW = GetIconInfoExW
       1821  138 00041EB0 GetInputDesktop = GetInputDesktop
       1822  139 0002B630 GetInputLocaleInfo = NtUserGetInputLocaleInfo
       1823  13A 0007A684 GetInputState = GetInputState
       1824  13B 0002B640 GetInternalWindowPos = NtUserGetInternalWindowPos
       1825  13C 00042468 GetKBCodePage = GetKBCodePage
       1826  13D 0007DB50 GetKeyNameTextA = GetKeyNameTextA
       1827  13E 000508A0 GetKeyNameTextW
       1828  13F 000178C0 GetKeyState = GetKeyState
       1829  140 00018AD0 GetKeyboardLayout = GetKeyboardLayout
       1830  141 000083B0 GetKeyboardLayoutList = ZwUserGetKeyboardLayoutList
       1831  142 0007DBF8 GetKeyboardLayoutNameA = GetKeyboardLayoutNameA
       1832  143 000508AC GetKeyboardLayoutNameW = GetKeyboardLayoutNameW
       1833  144 000291A0 GetKeyboardState = NtUserGetKeyboardState
       1834  145 00041FCC GetKeyboardType = GetKeyboardType
       1835  146 000290DC GetLastActivePopup = GetLastActivePopup
       1836  147 0001B9B4 GetLastInputInfo = GetLastInputInfo
       1837  148 0002B670 GetLayeredWindowAttributes = NtUserGetLayeredWindowAttributes
       1838  149 0002B680 GetListBoxInfo = ZwUserGetListBoxInfo
       1839  14A 0006E484 GetMagnificationDesktopColorEffect = GetMagnificationDesktopColorEffect
       1840  14B 0006E584 GetMagnificationDesktopMagnification = GetMagnificationDesktopMagnification
       1841  14C 00026920 GetMagnificationLensCtxInformation = NtUserMagGetContextInformation
       1842  14D 0000FD64 GetMenu = GetMenu
       1843  14E 0000E620 GetMenuBarInfo = ZwUserGetMenuBarInfo
       1844  14F 0007052C GetMenuCheckMarkDimensions = GetMenuCheckMarkDimensions
       1845  150 00070550 GetMenuContextHelpId = GetMenuContextHelpId
       1846  151 0000A024 GetMenuDefaultItem = GetMenuDefaultItem
       1847  152 00028060 GetMenuInfo = GetMenuInfo
       1848  153 0000A104 GetMenuItemCount = GetMenuItemCount
       1849  154 0000A460 GetMenuItemID = GetMenuItemID
       1850  155 00009CD0 GetMenuItemInfoA = GetMenuItemInfoA
       1851  156 0000A12C GetMenuItemInfoW = GetMenuItemInfoW
       1852  157 000206E0 GetMenuItemRect = ZwUserGetMenuItemRect
       1853  158 00029050 GetMenuState = GetMenuState
       1854  159 0007D700 GetMenuStringA = GetMenuStringA
       1855  15A 00028344 GetMenuStringW = GetMenuStringW
       1856  15B 00018950 GetMessageA = GetMessageA
       1857  15C 00010060 GetMessageExtraInfo = GetMessageExtraInfo
       1858  15D 00028B90 GetMessagePos = GetMessagePos
       1859  15E 000279D0 GetMessageTime = GetMessageTime
       1860  15F 0001C934 GetMessageW = GetMessageW
       1861  160 0000CD80 GetMonitorInfoA = GetMonitorInfoA
       1862  161 00018338 GetMonitorInfoW = GetMonitorInfoW
       1863  162 0002B6A0 GetMouseMovePointsEx = NtUserGetMouseMovePointsEx
       1864  163 000534FC GetNextDlgGroupItem = GetNextDlgGroupItem
       1865  164 00028808 GetNextDlgTabItem = GetNextDlgTabItem
       1866  165 00028330 GetOpenClipboardWindow = ZwUserGetOpenClipboardWindow
       1867  166 0001B654 GetParent = GetParent
       1868  167 000293A4 GetPhysicalCursorPos = GetPhysicalCursorPos
       1869  168 0002B6B0 GetPriorityClipboardFormat = ZwUserGetPriorityClipboardFormat
       1870  169 000061A0 GetProcessDefaultLayout = GetProcessDefaultLayout
       1871  16A 00011DE0 GetProcessWindowStation = ZwUserGetProcessWindowStation
       1872  16B 000420BC GetProgmanWindow = GetProgmanWindow
       1873  16C 00022054 GetPropA = GetPropA
       1874  16D 0001B44C GetPropW = GetPropW
       1875  16E 0000DE20 GetQueueStatus = GetQueueStatus
       1876  16F 000650D0 GetRawInputBuffer = GetRawInputBuffer
       1877  170 0002B6D0 GetRawInputData = NtUserGetRawInputData
       1878  171 0007DA1C GetRawInputDeviceInfoA = GetRawInputDeviceInfoA
       1879  172 00042628 GetRawInputDeviceInfoW = GetRawInputDeviceInfoW
       1880  173 0002B6F0 GetRawInputDeviceList = NtUserGetRawInputDeviceList
       1881  174 00076178 GetReasonTitleFromReasonCode = GetReasonTitleFromReasonCode
       1882  175 0002B700 GetRegisteredRawInputDevices = NtUserGetRegisteredRawInputDevices
       1883  176 00019D10 GetScrollBarInfo = NtUserGetScrollBarInfo
       1884  177 00017AEC GetScrollInfo = GetScrollInfo
       1885  178 0007A6C0 GetScrollPos = GetScrollPos
       1886  179 0007A8F0 GetScrollRange = GetScrollRange
       1887  17A 00042478 GetSendMessageReceiver = GetSendMessageReceiver
       1888  17B 00017DB0 GetShellWindow = GetShellWindow
       1889  17C 0000A394 GetSubMenu = GetSubMenu
       1890  17D 0001A418 GetSysColor = GetSysColor
       1891  17E 000136DC GetSysColorBrush = GetSysColorBrush
       1892  17F 00015060 GetSystemMenu = NtUserGetSystemMenu
       1893  180 0001C110 GetSystemMetrics = GetSystemMetrics
       1894  181 0005237C GetTabbedTextExtentA = GetTabbedTextExtentA
       1895  182 00052338 GetTabbedTextExtentW = GetTabbedTextExtentW
       1896  183 00042130 GetTaskmanWindow = GetTaskmanWindow
       1897  184 0001D450 GetThreadDesktop = ZwUserGetThreadDesktop
       1898  185 00019C40 GetTitleBarInfo = NtUserGetTitleBarInfo
       1899  186 0002B710 GetTopLevelWindow = ZwUserGetTopLevelWindow
       1900  187 00023CA4 GetTopWindow = GetTopWindow
       1901  188 00043B74 GetTouchInputInfo = GetTouchInputInfo
       1902  189 0000F448 GetUpdateRect = GetUpdateRect
       1903  18A 000261F4 GetUpdateRgn = GetUpdateRgn
       1904  18B 0002B730 GetUpdatedClipboardFormats = ZwUserGetUpdatedClipboardFormats
       1905  18C 00007FBC GetUserObjectInformationA = GetUserObjectInformationA
       1906  18D 000123E0 GetUserObjectInformationW = NtUserGetObjectInformation
       1907  18E 00041354 GetUserObjectSecurity = GetUserObjectSecurity
       1908  18F 00041394 GetWinStationInfo = GetWinStationInfo
       1909  190 00017568 GetWindow = GetWindow
       1910  191 000179A0 GetWindowCompositionAttribute = ZwUserGetWindowCompositionAttribute
       1911  192 000179B0 GetWindowCompositionInfo = NtUserGetWindowCompositionInfo
       1912  193 0004219C GetWindowContextHelpId = GetWindowContextHelpId
       1913  194 00019A10 GetWindowDC = ZwUserGetWindowDC
       1914  195 0002B750 GetWindowDisplayAffinity = NtUserGetWindowDisplayAffinity
       1915  196 00019B1C GetWindowInfo = GetWindowInfo
       1916  197 00017D64 GetWindowLongA = GetWindowLongA
       1917  198 00016050 GetWindowLongPtrA = GetWindowLongPtrA
       1918  199 0001B970 GetWindowLongPtrW = GetWindowLongPtrW
       1919  19A 00019938 GetWindowLongW = GetWindowLongW
       1920  19B 0000E630 GetWindowMinimizeRect = ZwUserGetWindowMinimizeRect
       1921  19C 0007D9E0 GetWindowModuleFileName = GetWindowModuleFileNameA
       1922  19D 0007D9E0 GetWindowModuleFileNameA = GetWindowModuleFileNameA
       1923  19E 000425EC GetWindowModuleFileNameW = GetWindowModuleFileNameW
       1924  19F 00029250 GetWindowPlacement = ZwUserGetWindowPlacement
       1925  1A0 0001A878 GetWindowRect = GetWindowRect
       1926  1A1 0000D934 GetWindowRgn = GetWindowRgn
       1927  1A2 00017740 GetWindowRgnBox = GetWindowRgnBox
