Microsoft (R) COFF/PE Dumper Version 8.00.50727.762
Copyright (C) Microsoft Corporation.  All rights reserved.
         64   3F 000286EE CopyFileA
         65   40 0005F39C CopyFileExA
         66   41 00027B32 CopyFileExW
         67   42 0002F87B CopyFileW
         68   43 0005989A CopyLZFile
         69   44 0006C8E5 CreateActCtxA
         70   45 000154FC CreateActCtxW
         71   46 000741A8 CreateConsoleScreenBuffer
         72   47 000217AC CreateDirectoryA
         73   48 0005C213 CreateDirectoryExA
         74   49 0005B5CA CreateDirectoryExW
         75   4A 00032402 CreateDirectoryW
         76   4B 000308B5 CreateEventA
         77   4C 0000A749 CreateEventW
         78   4D 0002FFB7 CreateFiber
         79   4E 0002FFD7 CreateFiberEx
         80   4F 00001A28 CreateFileA
         81   50 0000950A CreateFileMappingA
         82   51 0000943C CreateFileMappingW
         83   52 00010800 CreateFileW
         84   53 0006C769 CreateHardLinkA
         85   54 0006C5AC CreateHardLinkW
         86   55 0003138D CreateIoCompletionPort
         87   56 0006C4CC CreateJobObjectA
         88   57 0002CB13 CreateJobObjectW
         89   58 0006C49E CreateJobSet
         90   59 0002CC9B CreateMailslotA
         91   5A 0002CCEC CreateMailslotW
         92   5B 0003968A CreateMemoryResourceNotification
         93   5C 0000E9DF CreateMutexA
         94   5D 0000E957 CreateMutexW
         95   5E 00060CDC CreateNamedPipeA
         96   5F 0002F0DD CreateNamedPipeW
         97   60 0002AC6C CreateNlsSecurityDescriptor
         98   61 0001D83F CreatePipe
         99   62 0000236B CreateProcessA
        100   63 0001D54E CreateProcessInternalA
        101   64 000197B0 CreateProcessInternalW
        102   65 00080311 CreateProcessInternalWSecure
        103   66 00002336 CreateProcessW
        104   67 000104CC CreateRemoteThread
        105   68 00012EBD CreateSemaphoreA
        106   69 00010126 CreateSemaphoreW
        107   6A 0006C7D4 CreateSocketHandle
        108   6B 0006C28E CreateTapePartition
        109   6C 000106D7 CreateThread
        110   6D 0002BFE6 CreateTimerQueue
        111   6E 0002117D CreateTimerQueueTimer
        112   6F 00065C7F CreateToolhelp32Snapshot
        113   70 00034962 CreateVirtualBuffer
        114   71 00062C21 CreateWaitableTimerA
        115   72 0002FB5A CreateWaitableTimerW
        116   73 0000A715 DeactivateActCtx
        117   74 0005B0FB DebugActiveProcess
        118   75 0005B581 DebugActiveProcessStop
        119   76 0005AB46 DebugBreak
        120   77 0005B14E DebugBreakProcess
        121   78 0005B175 DebugSetProcessKillOnExit
        122   79          DecodePointer (forwarded to NTDLL.RtlDecodePointer)
        123   7A          DecodeSystemPointer (forwarded to NTDLL.RtlDecodeSystemPointer)
        124   7B 0005D29D DefineDosDeviceA
        125   7C 00021F1E DefineDosDeviceW
        126   7D 0007EFED DelayLoadFailureHook
        127   7E 000326C5 DeleteAtom
        128   7F          DeleteCriticalSection (forwarded to NTDLL.RtlDeleteCriticalSection)
        129   80 0002FE8C DeleteFiber
        130   81 00031EDD DeleteFileA
        131   82 00031F63 DeleteFileW
        132   83 00063F2B DeleteTimerQueue
        133   84 00063EE4 DeleteTimerQueueEx
        134   85 00021130 DeleteTimerQueueTimer
        135   86 0006B21E DeleteVolumeMountPointA
        136   87 0006AA70 DeleteVolumeMountPointW
        137   88 00001629 DeviceIoControl
        138   89 00011336 DisableThreadLibraryCalls
        139   8A 0001273F DisconnectNamedPipe
        140   8B 00058ABB DnsHostnameToComputerNameA
        141   8C 0002CEC2 DnsHostnameToComputerNameW
        142   8D 00032180 DosDateTimeToFileTime
        143   8E 00062939 DosPathToSessionPathA
        144   8F 0002C1F7 DosPathToSessionPathW
        145   90 0001D4C5 DuplicateConsoleHandle
        146   91 0000DE9E DuplicateHandle
        147   92          EncodePointer (forwarded to NTDLL.RtlEncodePointer)
        148   93          EncodeSystemPointer (forwarded to NTDLL.RtlEncodeSystemPointer)
        149   94 00070A89 EndUpdateResourceA
        150   95 000708B4 EndUpdateResourceW
        151   96          EnterCriticalSection (forwarded to NTDLL.RtlEnterCriticalSection)
        152   97 00038241 EnumCalendarInfoA
        153   98 00076889 EnumCalendarInfoExA
        154   99 000798BD EnumCalendarInfoExW
        155   9A 0007989A EnumCalendarInfoW
        156   9B 000768CA EnumDateFormatsA
        157   9C 000768EA EnumDateFormatsExA
        158   9D 000798E0 EnumDateFormatsExW
        159   9E 00038811 EnumDateFormatsW
        160   9F 00076928 EnumLanguageGroupLocalesA
        161   A0 00079843 EnumLanguageGroupLocalesW
        162   A1 0002E010 EnumResourceLanguagesA
        163   A2 00060699 EnumResourceLanguagesW
        164   A3 00060291 EnumResourceNamesA
        165   A4 00055AE1 EnumResourceNamesW
        166   A5 000600A4 EnumResourceTypesA
        167   A6 000604B1 EnumResourceTypesW
        168   A7 00076967 EnumSystemCodePagesA
        169   A8 0007987F EnumSystemCodePagesW
        170   A9 00079D19 EnumSystemGeoID
        171   AA 0007690A EnumSystemLanguageGroupsA
        172   AB 00079825 EnumSystemLanguageGroupsW
        173   AC 00037D11 EnumSystemLocalesA
        174   AD 00079864 EnumSystemLocalesW
        175   AE 000768AC EnumTimeFormatsA
        176   AF 000388EE EnumTimeFormatsW
        177   B0 00076949 EnumUILanguagesA
        178   B1 0002A8DC EnumUILanguagesW
        179   B2 00058A0F EnumerateLocalComputerNamesA
        180   B3 0005888F EnumerateLocalComputerNamesW
        181   B4 0006C25B EraseTape
        182   B5 000668D1 EscapeCommFunction
        183   B6 0001CB12 ExitProcess
        184   B7 0000C0F8 ExitThread
        185   B8 000687D5 ExitVDM
        186   B9 00032A09 ExpandEnvironmentStringsA
        187   BA 000305FE ExpandEnvironmentStringsW
        188   BB 00071767 ExpungeConsoleCommandHistoryA
        189   BC 0007174F ExpungeConsoleCommandHistoryW
        190   BD 0005FBCC ExtendVirtualBuffer
        191   BE 00061D60 FatalAppExitA
        192   BF 00061D12 FatalAppExitW
        193   C0 00061DAE FatalExit
        194   C1 00030665 FileTimeToDosDateTime
        195   C2 0000E906 FileTimeToLocalFileTime
        196   C3 0000E88C FileTimeToSystemTime
        197   C4 00074184 FillConsoleOutputAttribute
        198   C5 00074139 FillConsoleOutputCharacterA
        199   C6 00074160 FillConsoleOutputCharacterW
        200   C7 00030F29 FindActCtxSectionGuid
        201   C8 0006CC4F FindActCtxSectionStringA
        202   C9 0002FD54 FindActCtxSectionStringW
        203   CA 00030D06 FindAtomA
        204   CB 0002F82F FindAtomW
        205   CC 0000EE77 FindClose
        206   CD 00035805 FindCloseChangeNotification
        207   CE 0005D483 FindFirstChangeNotificationA
        208   CF 00034C1F FindFirstChangeNotificationW
        209   D0 00013879 FindFirstFileA
        210   D1 0005D4EA FindFirstFileExA
        211   D2 0000EB1D FindFirstFileExW
        212   D3 0000EF81 FindFirstFileW
        213   D4 0006B399 FindFirstVolumeA
        214   D5 0006AE59 FindFirstVolumeMountPointA
        215   D6 00069EF1 FindFirstVolumeMountPointW
        216   D7 0002D2BF FindFirstVolumeW
        217   D8 00032145 FindNextChangeNotification
        218   D9 00034EE1 FindNextFileA
        219   DA 0000EFDA FindNextFileW
        220   DB 0006AD3F FindNextVolumeA
        221   DC 0006AF89 FindNextVolumeMountPointA
        222   DD 0006A19D FindNextVolumeMountPointW
        223   DE 0002CFAB FindNextVolumeW
        224   DF 0000BF29 FindResourceA
        225   E0 00035FA8 FindResourceExA
        226   E1 0000AD28 FindResourceExW
        227   E2 0000BC6E FindResourceW
        228   E3 0002CF70 FindVolumeClose
        229   E4 00035805 FindVolumeMountPointClose
        230   E5 00074C5C FlushConsoleInputBuffer
        231   E6 000126E1 FlushFileBuffers
        232   E7 000355EC FlushInstructionCache
        233   E8 000359A1 FlushViewOfFile
        234   E9 00076FF1 FoldStringA
        235   EA 0007A776 FoldStringW
        236   EB 0002F7A8 FormatMessageA
        237   EC 00034BBF FormatMessageW
        238   ED 000721CD FreeConsole
        239   EE 0001D6EF FreeEnvironmentStringsA
        240   EF 00014B87 FreeEnvironmentStringsW
        241   F0 0000AC7E FreeLibrary
        242   F1 0000C210 FreeLibraryAndExitThread
        243   F2 000260C2 FreeResource
        244   F3 0005F702 FreeUserPhysicalPages
        245   F4 00034B99 FreeVirtualBuffer
        246   F5 00074B61 GenerateConsoleCtrlEvent
        247   F6 000099B5 GetACP
        248   F7 0005C283 GetAtomNameA
        249   F8 00033117 GetAtomNameW
        250   F9 0006916B GetBinaryType
        251   FA 0006916B GetBinaryTypeA
        252   FB 00068D0C GetBinaryTypeW
        253   FC 0003850B GetCPFileNameFromRegistry
        254   FD 00012F16 GetCPInfo
        255   FE 00077187 GetCPInfoExA
        256   FF 0007B30D GetCPInfoExW
        257  100 00076AAB GetCalendarInfoA
        258  101 00039050 GetCalendarInfoW
        259  102 0006CCE2 GetComPlusPackageInstallStatus
        260  103 00067E49 GetCommConfig
        261  104 000669CD GetCommMask
        262  105 00066A56 GetCommModemStatus
        263  106 00066ADF GetCommProperties
        264  107 00066B97 GetCommState
        265  108 00022128 GetCommTimeouts
        266  109 00012FBD GetCommandLineA
        267  10A 00017023 GetCommandLineW
        268  10B 0005E471 GetCompressedFileSizeA
        269  10C 0005E349 GetCompressedFileSizeW
        270  10D 000216A4 GetComputerNameA
        271  10E 00058793 GetComputerNameExA
        272  10F 000201F1 GetComputerNameExW
        273  110 000316CF GetComputerNameW
        274  111 000711F2 GetConsoleAliasA
        275  112 0007168C GetConsoleAliasExesA
        276  113 00071392 GetConsoleAliasExesLengthA
        277  114 00071385 GetConsoleAliasExesLengthW
        278  115 00071671 GetConsoleAliasExesW
        279  116 000711C6 GetConsoleAliasW
        280  117 00071527 GetConsoleAliasesA
        281  118 000712F9 GetConsoleAliasesLengthA
        282  119 000712E1 GetConsoleAliasesLengthW
        283  11A 00071509 GetConsoleAliasesW
        284  11B 00075213 GetConsoleCP
        285  11C 000762E3 GetConsoleCharType
        286  11D 00071AE7 GetConsoleCommandHistoryA
        287  11E 00071945 GetConsoleCommandHistoryLengthA
        288  11F 0007192D GetConsoleCommandHistoryLengthW
        289  120 00071AC9 GetConsoleCommandHistoryW
        290  121 000746A1 GetConsoleCursorInfo
        291  122 0007593F GetConsoleCursorMode
        292  123 00037C83 GetConsoleDisplayMode
        293  124 000748D9 GetConsoleFontInfo
        294  125 00074A01 GetConsoleFontSize
        295  126 00072D59 GetConsoleHardwareState
        296  127 00071E3C GetConsoleInputExeNameA
        297  128 00071C11 GetConsoleInputExeNameW
        298  129 00072739 GetConsoleInputWaitHandle
        299  12A 00075469 GetConsoleKeyboardLayoutNameA
        300  12B 00075481 GetConsoleKeyboardLayoutNameW
        301  12C 0001AC50 GetConsoleMode
        302  12D 000760C7 GetConsoleNlsMode
        303  12E 0001AEC7 GetConsoleOutputCP
        304  12F 00075505 GetConsoleProcessList
        305  130 0001B963 GetConsoleScreenBufferInfo
        306  131 00074769 GetConsoleSelectionInfo
        307  132 00071B79 GetConsoleTitleA
        308  133 0001B774 GetConsoleTitleW
        309  134 00075499 GetConsoleWindow
        310  135 00076CB9 GetCurrencyFormatA
        311  136 0007C80A GetCurrencyFormatW
        312  137 000300B1 GetCurrentActCtx
        313  138 00074A8F GetCurrentConsoleFont
        314  139 0003502E GetCurrentDirectoryA
        315  13A 0000B917 GetCurrentDirectoryW
        316  13B 0000DE95 GetCurrentProcess
        317  13C 000099C0 GetCurrentProcessId
        318  13D 0000998B GetCurrentThread
        319  13E 000097D0 GetCurrentThreadId
        320  13F 0003621E GetDateFormatA
        321  140 000337A5 GetDateFormatW
        322  141 00067B81 GetDefaultCommConfigA
        323  142 00067A89 GetDefaultCommConfigW
        324  143 0007BB81 GetDefaultSortkeySize
        325  144 00061B84 GetDevicePowerState
        326  145 000302F5 GetDiskFreeSpaceA
        327  146 000303A3 GetDiskFreeSpaceExA
        328  147 000128A3 GetDiskFreeSpaceExW
        329  148 000301B7 GetDiskFreeSpaceW
        330  149 0005FFAF GetDllDirectoryA
        331  14A 0005FE40 GetDllDirectoryW
        332  14B 000214E3 GetDriveTypeA
        333  14C 0000B370 GetDriveTypeW
        334  14D 0001CC93 GetEnvironmentStrings
        335  14E 0001CC93 GetEnvironmentStringsA
        336  14F 00012FA8 GetEnvironmentStringsW
        337  150 00014B92 GetEnvironmentVariableA
        338  151 0000F194 GetEnvironmentVariableW
        339  152 0001AB53 GetExitCodeProcess
        340  153 00021435 GetExitCodeThread
        341  154 00065D07 GetExpandedNameA
        342  155 00065DB4 GetExpandedNameW
        343  156 000115DC GetFileAttributesA
        344  157 00013851 GetFileAttributesExA
        345  158 00011195 GetFileAttributesExW
        346  159 0000B7EC GetFileAttributesW
        347  15A 00010D0D GetFileInformationByHandle
        348  15B 00010B17 GetFileSize
        349  15C 00010AA9 GetFileSizeEx
        350  15D 00031C4D GetFileTime
        351  15E 00010EF1 GetFileType
        352  15F 0005F50C GetFirmwareEnvironmentVariableA
        353  160 0005F3F5 GetFirmwareEnvironmentVariableW
        354  161 0001399C GetFullPathNameA
        355  162 0000B8F2 GetFullPathNameW
        356  163 00076982 GetGeoInfoA
        357  164 00079987 GetGeoInfoW
        358  165 0006C7C3 GetHandleContext
        359  166 0002BDC5 GetHandleInformation
        360  167 00075771 GetLargestConsoleWindowSize
        361  168          GetLastError (forwarded to NTDLL.RtlGetLastWin32Error)
        362  169 0007BBAB GetLinguistLangSize
        363  16A 0000A874 GetLocalTime
        364  16B 0000D302 GetLocaleInfoA
        365  16C 00011602 GetLocaleInfoW
        366  16D 0002C2E3 GetLogicalDriveStringsA
        367  16E 00061437 GetLogicalDriveStringsW
        368  16F 00030B1C GetLogicalDrives
        369  170 00061DF7 GetLogicalProcessorInformation
        370  171 000696C6 GetLongPathNameA
        371  172 000133F3 GetLongPathNameW
        372  173 0005FB30 GetMailslotInfo
        373  174 0000B56F GetModuleFileNameA
        374  175 0000B475 GetModuleFileNameW
        375  176 0000B741 GetModuleHandleA
        376  177 0006004E GetModuleHandleExA
        377  178 0001FCC1 GetModuleHandleExW
        378  179 0000E4DD GetModuleHandleW
        379  17A 00060D53 GetNamedPipeHandleStateA
        380  17B 00060AED GetNamedPipeHandleStateW
        381  17C 000608F2 GetNamedPipeInfo
        382  17D 00037975 GetNativeSystemInfo
        383  17E 00068083 GetNextVDMCommand
        384  17F 0001801D GetNlsSectionName
        385  180 0006102C GetNumaAvailableMemory
        386  181 00061072 GetNumaAvailableMemoryNode
        387  182 00060EA9 GetNumaHighestNodeNumber
        388  183 00060F81 GetNumaNodeProcessorMask
        389  184 00060FE6 GetNumaProcessorMap
        390  185 00060EF4 GetNumaProcessorNode
        391  186 0002EC54 GetNumberFormatA
        392  187 000344EC GetNumberFormatW
        393  188 00075641 GetNumberOfConsoleFonts
        394  189 000756AD GetNumberOfConsoleInputEvents
        395  18A 00074821 GetNumberOfConsoleMouseButtons
        396  18B 00012847 GetOEMCP
        397  18C 000315CC GetOverlappedResult
        398  18D 00061EF7 GetPriorityClass
        399  18E 00036464 GetPrivateProfileIntA
        400  18F 00032760 GetPrivateProfileIntW
        401  190 00035F51 GetPrivateProfileSectionA
        402  191 00032DD7 GetPrivateProfileSectionNamesA
        403  192 0005CAE2 GetPrivateProfileSectionNamesW
        404  193 0001EDBD GetPrivateProfileSectionW
        405  194 00032B86 GetPrivateProfileStringA
        406  195 0000F9FD GetPrivateProfileStringW
        407  196 0005CB03 GetPrivateProfileStructA
        408  197 0005CC6D GetPrivateProfileStructW
        409  198 0000AE40 GetProcAddress
        410  199 00021765 GetProcessAffinityMask
        411  19A 0006230D GetProcessDEPPolicy
        412  19B 0006226A GetProcessHandleCount
        413  19C 0000AC61 GetProcessHeap
        414  19D 0005F9B3 GetProcessHeaps
        415  19E 00061CDD GetProcessId
        416  19F 00062239 GetProcessIoCounters
        417  1A0 000621FF GetProcessPriorityBoost
        418  1A1 00061F5D GetProcessShutdownParameters
        419  1A2 00035309 GetProcessTimes
        420  1A3 00012CC3 GetProcessVersion
        421  1A4 0006214C GetProcessWorkingSetSize
        422  1A5 000364D9 GetProfileIntA
        423  1A6 0002F8A2 GetProfileIntW
        424  1A7 0005D0AF GetProfileSectionA
        425  1A8 0005D0E8 GetProfileSectionW
        426  1A9 00021495 GetProfileStringA
        427  1AA 000213F8 GetProfileStringW
        428  1AB 0000A7BD GetQueuedCompletionStatus
        429  1AC 00035BE0 GetShortPathNameA
        430  1AD 0001F26E GetShortPathNameW
        431  1AE 00001EF2 GetStartupInfoA
        432  1AF 00001E54 GetStartupInfoW
        433  1B0 00012FD9 GetStdHandle
        434  1B1 00038A3C GetStringTypeA
        435  1B2 0007720F GetStringTypeExA
        436  1B3 0000C08F GetStringTypeExW
        437  1B4 0000A530 GetStringTypeW
        438  1B5 00061DC0 GetSystemDEPPolicy
        439  1B6 0000BFDD GetSystemDefaultLCID
        440  1B7 00012852 GetSystemDefaultLangID
        441  1B8 000130D8 GetSystemDefaultUILanguage
        442  1B9 00014F8A GetSystemDirectoryA
        443  1BA 00031DEB GetSystemDirectoryW
        444  1BB 00012DF6 GetSystemInfo
        445  1BC 00035370 GetSystemPowerStatus
        446  1BD 00062360 GetSystemRegistryQuota
        447  1BE 0000176F GetSystemTime
        448  1BF 0002D37F GetSystemTimeAdjustment
        449  1C0 000017E9 GetSystemTimeAsFileTime
        450  1C1 00062006 GetSystemTimes
        451  1C2 000212F1 GetSystemWindowsDirectoryA
        452  1C3 0000ADC9 GetSystemWindowsDirectoryW
        453  1C4 0002146C GetSystemWow64DirectoryA
        454  1C5 0002146C GetSystemWow64DirectoryW
        455  1C6 0006C302 GetTapeParameters
        456  1C7 0006C1CC GetTapePosition
        457  1C8 0006C39F GetTapeStatus
        458  1C9 00061967 GetTempFileNameA
        459  1CA 000359E7 GetTempFileNameW
        460  1CB 00035DFA GetTempPathA
        461  1CC 00030791 GetTempPathW
        462  1CD 0003973D GetThreadContext
        463  1CE 00063E71 GetThreadIOPendingFlag
        464  1CF 0000A4B5 GetThreadLocale
        465  1D0 0000A833 GetThreadPriority
        466  1D1 00063BCF GetThreadPriorityBoost
        467  1D2 0005B1C0 GetThreadSelectorEntry
        468  1D3 00063E04 GetThreadTimes
        469  1D4 0000934A GetTickCount
        470  1D5 0003635D GetTimeFormatA
        471  1D6 00034003 GetTimeFormatW
        472  1D7 000350EF GetTimeZoneInformation
        473  1D8 00009FB0 GetUserDefaultLCID
        474  1D9 0000C004 GetUserDefaultLangID
        475  1DA 00013110 GetUserDefaultUILanguage
        476  1DB 000379BE GetUserGeoID
        477  1DC 00068989 GetVDMCurrentDirectories
        478  1DD 0001127A GetVersion
        479  1DE 00012B7E GetVersionExA
        480  1DF 0000AF05 GetVersionExW
        481  1E0 00021BA5 GetVolumeInformationA
        482  1E1 0000FA85 GetVolumeInformationW
        483  1E2 0006B0A1 GetVolumeNameForVolumeMountPointA
        484  1E3 0001FB88 GetVolumeNameForVolumeMountPointW
        485  1E4 0002E893 GetVolumePathNameA
        486  1E5 0002E5FD GetVolumePathNameW
        487  1E6 0006B240 GetVolumePathNamesForVolumeNameA
        488  1E7 00020D14 GetVolumePathNamesForVolumeNameW
        489  1E8 00021363 GetWindowsDirectoryA
        490  1E9 0000AE1B GetWindowsDirectoryW
        491  1EA 0005F78C GetWriteWatch
        492  1EB 000360D9 GlobalAddAtomA
        493  1EC 0001010C GlobalAddAtomW
        494  1ED 0000FDCD GlobalAlloc
        495  1EE 0005F844 GlobalCompact
        496  1EF 00030BC3 GlobalDeleteAtom
        497  1F0 000360F3 GlobalFindAtomA
        498  1F1 00034EC7 GlobalFindAtomW
        499  1F2 0005F648 GlobalFix
        500  1F3 000367A2 GlobalFlags
        501  1F4 0000FCCF GlobalFree
        502  1F5 0005C263 GlobalGetAtomNameA
        503  1F6 0002C3CE GlobalGetAtomNameW
        504  1F7 00034CE9 GlobalHandle
        505  1F8 0000FFB9 GlobalLock
        506  1F9 000310FA GlobalMemoryStatus
        507  1FA 0001F992 GlobalMemoryStatusEx
        508  1FB 00012459 GlobalReAlloc
        509  1FC 00034DD1 GlobalSize
        510  1FD 0005F68C GlobalUnWire
        511  1FE 0005F662 GlobalUnfix
        512  1FF 0000FF22 GlobalUnlock
        513  200 0005F67C GlobalWire
        514  201 00064C16 Heap32First
        515  202 00064AD1 Heap32ListFirst
        516  203 00064B7F Heap32ListNext
        517  204 00064D30 Heap32Next
        518  205          HeapAlloc (forwarded to NTDLL.RtlAllocateHeap)
        519  206 0003614E HeapCompact
        520  207 00012C56 HeapCreate
        521  208 0005F8A1 HeapCreateTagsW
        522  209 00010F98 HeapDestroy
        523  20A 0005F870 HeapExtend
        524  20B          HeapFree (forwarded to NTDLL.RtlFreeHeap)
        525  20C 0005F9C4 HeapLock
        526  20D 0005FAFD HeapQueryInformation
        527  20E 0005F8B2 HeapQueryTagW
        528  20F          HeapReAlloc (forwarded to NTDLL.RtlReAllocateHeap)
        529  210 00039499 HeapSetInformation
        530  211          HeapSize (forwarded to NTDLL.RtlSizeHeap)
        531  212 0005F8C3 HeapSummary
        532  213 0005F9DE HeapUnlock
        533  214 0005F91F HeapUsage
        534  215 0005F993 HeapValidate
        535  216 0005F9F8 HeapWalk
        536  217 0002AF8F InitAtomTable
        537  218 00009F91 InitializeCriticalSection
        538  219 0000B8C9 InitializeCriticalSectionAndSpinCount
        539  21A          InitializeSListHead (forwarded to NTDLL.RtlInitializeSListHead)
        540  21B 00009842 InterlockedCompareExchange
        541  21C 0000981A InterlockedDecrement
        542  21D 0000982E InterlockedExchange
        543  21E 00009856 InterlockedExchangeAdd
        544  21F          InterlockedFlushSList (forwarded to NTDLL.RtlInterlockedFlushSList)
        545  220 00009806 InterlockedIncrement
        546  221          InterlockedPopEntrySList (forwarded to NTDLL.RtlInterlockedPopEntrySList)
        547  222          InterlockedPushEntrySList (forwarded to NTDLL.RtlInterlockedPushEntrySList)
        548  223 00074355 InvalidateConsoleDIBits
        549  224 0000BD6F IsBadCodePtr
        550  225 0003596F IsBadHugeReadPtr
        551  226 0000C03D IsBadHugeWritePtr
        552  227 00009EA1 IsBadReadPtr
        553  228 0003228B IsBadStringPtrA
        554  229 0000A67C IsBadStringPtrW
        555  22A 00009F19 IsBadWritePtr
        556  22B 0000B87C IsDBCSLeadByte
        557  22C 0007B60E IsDBCSLeadByteEx
        558  22D 00013133 IsDebuggerPresent
        559  22E 0006C464 IsProcessInJob
        560  22F 0000AECA IsProcessorFeaturePresent
        561  230 00061BC8 IsSystemResumeAutomatic
        562  231 0001116B IsValidCodePage
        563  232 0007752F IsValidLanguageGroup
        564  233 0001C1C3 IsValidLocale
        565  234 0007763B IsValidUILanguage
        566  235 00015239 IsWow64Process
        567  236 00038E18 LCMapStringA
        568  237 0000CD48 LCMapStringW
        569  238 000665FE LZClose
        570  239 00066587 LZCloseFile
        571  23A 000597E4 LZCopy
        572  23B 000660BD LZCreateFileW
        573  23C 00080311 LZDone
        574  23D 00065F62 LZInit
        575  23E 00066190 LZOpenFileA
        576  23F 00066257 LZOpenFileW
        577  240 00066379 LZRead
        578  241 000662EE LZSeek
        579  242 000801F6 LZStart
        580  243          LeaveCriticalSection (forwarded to NTDLL.RtlLeaveCriticalSection)
        581  244 00001D7B LoadLibraryA
        582  245 00001D53 LoadLibraryExA
        583  246 00001AF5 LoadLibraryExW
        584  247 0000AEEB LoadLibraryW
        585  248 0006261E LoadModule
        586  249 0000A055 LoadResource
        587  24A 00009A2D LocalAlloc
        588  24B 0005F844 LocalCompact
        589  24C 00035554 LocalFileTimeToFileTime
        590  24D 00055DE6 LocalFlags
        591  24E 000099CF LocalFree
        592  24F 00055EE1 LocalHandle
        593  250 00032E4D LocalLock
        594  251 0003092F LocalReAlloc
        595  252 0005F85A LocalShrink
        596  253 000325EC LocalSize
        597  254 00032EE1 LocalUnlock
        598  255 00032391 LockFile
        599  256 0002F571 LockFileEx
        600  257 0000CD37 LockResource
        601  258 0005F730 MapUserPhysicalPages
        602  259 0005F75E MapUserPhysicalPagesScatter
        603  25A 0000B9A5 MapViewOfFile
        604  25B 0000B936 MapViewOfFileEx
        605  25C 000653A0 Module32First
        606  25D 000652E7 Module32FirstW
        607  25E 00065525 Module32Next
        608  25F 00065484 Module32NextW
        609  260 00035EBF MoveFileA
        610  261 0005E49B MoveFileExA
        611  262 0003568B MoveFileExW
        612  263 00021261 MoveFileW
        613  264 00035EDE MoveFileWithProgressA
        614  265 0001F72E MoveFileWithProgressW
        615  266 00009866 MulDiv
        616  267 00009C98 MultiByteToWideChar
        617  268 00014FFC NlsConvertIntegerToString
        618  269 00035849 NlsGetCacheUpdateCount
        619  26A 00077509 NlsResetProcessLocale
        620  26B 0006113A NumaVirtualQueryNode
