Microsoft (R) COFF/PE Dumper Version 9.00.30729.01
Copyright (C) Microsoft Corporation.  All rights reserved.
         45   24 000AF9D0 DbgQueryDebugFilterState = DbgQueryDebugFilterState
         46   25 000AF9C0 DbgSetDebugFilterState = DbgSetDebugFilterState
         47   26 000BB910 DbgUiConnectToDbg = DbgUiConnectToDbg
         48   27 000BB870 DbgUiContinue = DbgUiContinue
         49   28 000BB640 DbgUiConvertStateChangeStructure = DbgUiConvertStateChangeStructure
         50   29 000C9930 DbgUiDebugActiveProcess = DbgUiDebugActiveProcess
         51   2A 000BB8F0 DbgUiGetThreadDebugObject = DbgUiGetThreadDebugObject
         52   2B 000C98C0 DbgUiIssueRemoteBreakin = DbgUiIssueRemoteBreakin
         53   2C 000F8740 DbgUiRemoteBreakin = DbgUiRemoteBreakin
         54   2D 000BB8D0 DbgUiSetThreadDebugObject = DbgUiSetThreadDebugObject
         55   2E 000BB850 DbgUiStopDebugging = DbgUiStopDebugging
         56   2F 000BB8A0 DbgUiWaitStateChange = DbgUiWaitStateChange
         57   30 0004EFA0 DbgUserBreakPoint = DbgUserBreakPoint
         58   31 000D5710 EtwCreateTraceInstanceId = EtwCreateTraceInstanceId
         59   32 000FAC90 EtwDeliverDataBlock = EtwDeliverDataBlock
         60   33 000C72A0 EtwEnumerateProcessRegGuids = EtwEnumerateProcessRegGuids
         61   34 000095A0 EtwEventActivityIdControl = EtwEventActivityIdControl
         62   35 00026E00 EtwEventEnabled = EtwEventEnabled
         63   36 000082B0 EtwEventProviderEnabled = EtwEventProviderEnabled
         64   37 0003E270 EtwEventRegister = EtwEventRegister
         65   38 00023030 EtwEventUnregister = EtwEventUnregister
         66   39 0002E3D0 EtwEventWrite = EtwEventWrite
         67   3A 000D8790 EtwEventWriteEndScenario = EtwEventWriteEndScenario
         68   3B 000D7D10 EtwEventWriteEx = EtwEventWriteEx
         69   3C 00007E60 EtwEventWriteFull = EtwEventWriteFull
         70   3D 000BFAD0 EtwEventWriteNoRegistration = EtwEventWriteNoRegistration
         71   3E 000D8880 EtwEventWriteStartScenario = EtwEventWriteStartScenario
         72   3F 000D7AA0 EtwEventWriteString = EtwEventWriteString
         73   40 000D7D60 EtwEventWriteTransfer = EtwEventWriteTransfer
         74   41 000BFB90 EtwGetTraceEnableFlags = EtwGetTraceEnableFlags
         75   42 000BFBD0 EtwGetTraceEnableLevel = EtwGetTraceEnableLevel
         76   43 000BFC10 EtwGetTraceLoggerHandle = EtwGetTraceLoggerHandle
         77   44 000D8720 EtwLogTraceEvent = EtwLogTraceEvent
         78   45 0003DD60 EtwNotificationRegister = EtwNotificationRegister
         79   46 00023080 EtwNotificationUnregister = EtwNotificationUnregister
         80   47 000FAA50 EtwProcessPrivateLoggerRequest = EtwProcessPrivateLoggerRequest
         81   48 000D56C0 EtwRegisterSecurityProvider = EtwRegisterSecurityProvider
         82   49 00021860 EtwRegisterTraceGuidsA = EtwRegisterTraceGuidsA
         83   4A 0002B560 EtwRegisterTraceGuidsW = EtwRegisterTraceGuidsW
         84   4B 000D5640 EtwReplyNotification = EtwReplyNotification
         85   4C 000D5D70 EtwSendNotification = EtwSendNotification
         86   4D 000D5690 EtwSetMark = EtwSetMark
         87   4E 000D8480 EtwTraceEventInstance = EtwTraceEventInstance
         88   4F 00018D10 EtwTraceMessage = EtwTraceMessage
         89   50 00018D40 EtwTraceMessageVa = EtwTraceMessageVa
         90   51 00023030 EtwUnregisterTraceGuids = EtwEventUnregister
         91   52 0000CC30 EtwWriteUMSecurityEvent = EtwWriteUMSecurityEvent
         92   53 000B2170 EtwpCreateEtwThread = EtwpCreateEtwThread
         93   54 000E0BB0 EtwpGetCpuSpeed = EtwpGetCpuSpeed
         94   55 000FB1C0 EtwpNotificationThread = EtwpNotificationThread
         95   56 000E5960 EvtIntReportAuthzEventAndSourceAsync = EvtIntReportAuthzEventAndSourceAsync
         96   57 00007A90 EvtIntReportEventAndSourceAsync = EvtIntReportEventAndSourceAsync
         97   58 0004F0C8 ExpInterlockedPopEntrySListEnd = ExpInterlockedPopEntrySListEnd
         98   59 0004F08F ExpInterlockedPopEntrySListEnd16 = ExpInterlockedPopEntrySListEnd16
         99   5A 0004F0B2 ExpInterlockedPopEntrySListFault = ExpInterlockedPopEntrySListFault
        100   5B 0004F084 ExpInterlockedPopEntrySListFault16 = ExpInterlockedPopEntrySListFault16
        101   5C 0004F09B ExpInterlockedPopEntrySListResume = ExpInterlockedPopEntrySListResume
        102   5D 0004F064 ExpInterlockedPopEntrySListResume16 = ExpInterlockedPopEntrySListResume16
        103   5E 0004FCFD KiRaiseUserExceptionDispatcher = KiRaiseUserExceptionDispatcher
        104   5F 0004FB40 KiUserApcDispatcher = KiUserApcDispatch
        105   60 0004FC46 KiUserCallbackDispatcher = KiUserCallbackDispatcher
        106   61 0004FC8A KiUserExceptionDispatcher = KiUserExceptionDispatcher
        107   62 000371F0 LdrAccessResource = LdrAccessResource
        108   63 00026140 LdrAddLoadAsDataTable = LdrAddLoadAsDataTable
        109   64 00030BA0 LdrAddRefDll = LdrAddRefDll
        110   65 0003E0C0 LdrDisableThreadCalloutsForDll = LdrDisableThreadCalloutsForDll
        111   66 000C3A40 LdrEnumResources = LdrEnumResources
        112   67 000497B0 LdrEnumerateLoadedModules = LdrEnumerateLoadedModules
        113   68 0002AAC0 LdrFindEntryForAddress = LdrFindEntryForAddress
        114   69 000FFBA0 LdrFindResourceDirectory_U = LdrFindResourceDirectory_U
        115   6A 00043CF0 LdrFindResourceEx_U = LdrFindResourceEx_U
        116   6B 0002E8D0 LdrFindResource_U = LdrFindResource_U
        117   6C 000DC1B0 LdrFlushAlternateResourceModules = LdrFlushAlternateResourceModules
        118   6D 00057DB0 LdrGetDllHandle = LdrGetDllHandle
        119   6E 000260B0 LdrGetDllHandleByMapping = LdrGetDllHandleByMapping
        120   6F 00025EA0 LdrGetDllHandleByName = LdrGetDllHandleByName
        121   70 00057DE0 LdrGetDllHandleEx = LdrGetDllHandleEx
        122   71 000B1350 LdrGetFailureData = LdrGetFailureData
        123   72 000CAC70 LdrGetFileNameFromLoadAsDataTable = LdrGetFileNameFromLoadAsDataTable
        124   73 0004B3C0 LdrGetKnownDllSectionHandle = LdrpGetKnownDllSectionHandle
        125   74 00058240 LdrGetProcedureAddress = LdrGetProcedureAddress
        126   75 00056990 LdrGetProcedureAddressEx = LdrGetProcedureAddressEx
        127   76 000F8230 LdrHotPatchRoutine = LdrHotPatchRoutine
        128   77 000E9ED0 LdrInitShimEngineDynamic = LdrInitShimEngineDynamic
        129   78 00032E20 LdrInitializeThunk = LdrInitializeThunk
        130   79 000308D0 LdrLoadAlternateResourceModule = LdrLoadAlternateResourceModule
        131   7A 00027620 LdrLoadAlternateResourceModuleEx = LdrLoadAlternateResourceModuleEx
        132   7B 00034770 LdrLoadDll = LdrLoadDll
        133   7C 000325F0 LdrLockLoaderLock = LdrLockLoaderLock
        134   7D 000E7020 LdrOpenImageFileOptionsKey = RtlOpenImageFileOptionsKey
        135   7E 0004B350 LdrProcessInitializationComplete = LdrpProcessInitializationComplete
        136   7F 000AF8D0 LdrProcessRelocationBlock = LdrProcessRelocationBlock
        137   80 00031210 LdrQueryImageFileExecutionOptions = LdrQueryImageFileExecutionOptions
        138   81 00031240 LdrQueryImageFileExecutionOptionsEx = RtlQueryImageFileExecutionOptions
        139   82 000312D0 LdrQueryImageFileKeyOption = RtlQueryImageFileKeyOption
        140   83 000C6E60 LdrQueryModuleServiceTags = LdrQueryModuleServiceTags
        141   84 000BB560 LdrQueryProcessModuleInformation = LdrQueryProcessModuleInformation
        142   85 000DF420 LdrRegisterDllNotification = LdrRegisterDllNotification
        143   86 00025F40 LdrRemoveLoadAsDataTable = LdrRemoveLoadAsDataTable
        144   87 000FEC30 LdrResFindResource = LdrResFindResource
        145   88 0003DA30 LdrResFindResourceDirectory = LdrResFindResourceDirectory
        146   89 00028D10 LdrResGetRCConfig = LdrResGetRCConfig
        147   8A 000F2AE0 LdrResRelease = LdrResRelease
        148   8B 00039480 LdrResSearchResource = LdrResSearchResource
        149   8C 00025B00 LdrRscIsTypeExist = LdrRscIsTypeExist
        150   8D 00049E90 LdrSetAppCompatDllRedirectionCallback = RtlReleaseMemoryStream
        151   8E 00049850 LdrSetDllManifestProber = LdrSetDllManifestProber
        152   8F 000E7030 LdrSetMUICacheType = LdrSetMUICacheType
        153   90 00023550 LdrShutdownProcess = LdrShutdownProcess
        154   91 00026FF0 LdrShutdownThread = LdrShutdownThread
        155   92 00025F30 LdrUnloadAlternateResourceModule = LdrUnloadAlternateResourceModule
        156   93 00025C10 LdrUnloadAlternateResourceModuleEx = LdrUnloadAlternateResourceModuleEx
        157   94 00022EF0 LdrUnloadDll = LdrUnloadDll
        158   95 00032580 LdrUnlockLoaderLock = LdrUnlockLoaderLock
        159   96 000CDE20 LdrUnregisterDllNotification = LdrUnregisterDllNotification
        160   97 000D6340 LdrVerifyImageMatchesChecksum = LdrVerifyImageMatchesChecksum
        161   98 000D5F80 LdrVerifyImageMatchesChecksumEx = LdrVerifyImageMatchesChecksumEx
        162   99 00039010 LdrpResGetMappingSize = LdrpResGetMappingSize
        163   9A 00039270 LdrpResGetResourceDirectory = LdrpResGetResourceDirectory
        164   9B 000926F0 MD4Final = MD4Final
        165   9C 00091FE0 MD4Init = MD4Init
        166   9D 00092590 MD4Update = MD4Update
        167   9E 00093100 MD5Final = MD5Final
        168   9F 000927C0 MD5Init = MD5Init
        169   A0 00092F90 MD5Update = MD5Update
        170   A1 0013329A NlsAnsiCodePage = NlsAnsiCodePage
        171   A2 0013328B NlsMbCodePageTag = NlsMbCodePageTag
        172   A3 0013328C NlsMbOemCodePageTag = NlsMbOemCodePageTag
        173   A4 00050380 NtAcceptConnectPort = NtAcceptConnectPort
        174   A5 00050390 NtAccessCheck = NtAccessCheck
        175   A6 0004FFE0 NtAccessCheckAndAuditAlarm = ZwAccessCheckAndAuditAlarm
        176   A7 000503A0 NtAccessCheckByType = ZwAccessCheckByType
        177   A8 000502E0 NtAccessCheckByTypeAndAuditAlarm = ZwAccessCheckByTypeAndAuditAlarm
        178   A9 000503B0 NtAccessCheckByTypeResultList = NtAccessCheckByTypeResultList
        179   AA 000503C0 NtAccessCheckByTypeResultListAndAuditAlarm = ZwAccessCheckByTypeResultListAndAuditAlarm
        180   AB 000503D0 NtAccessCheckByTypeResultListAndAuditAlarmByHandle = NtAccessCheckByTypeResultListAndAuditAlarmByHandle
        181   AC 000501C0 NtAddAtom = ZwAddAtom
        182   AD 000503E0 NtAddBootEntry = NtAddBootEntry
        183   AE 000503F0 NtAddDriverEntry = NtAddDriverEntry
        184   AF 00050400 NtAdjustGroupsToken = NtAdjustGroupsToken
        185   B0 00050160 NtAdjustPrivilegesToken = NtAdjustPrivilegesToken
        186   B1 00050410 NtAlertResumeThread = ZwAlertResumeThread
        187   B2 00050420 NtAlertThread = ZwAlertThread
        188   B3 00050430 NtAllocateLocallyUniqueId = NtAllocateLocallyUniqueId
        189   B4 00050440 NtAllocateReserveObject = ZwAllocateReserveObject
        190   B5 00050450 NtAllocateUserPhysicalPages = NtAllocateUserPhysicalPages
        191   B6 00050460 NtAllocateUuids = ZwAllocateUuids
        192   B7 0004FED0 NtAllocateVirtualMemory = ZwAllocateVirtualMemory
        193   B8 00050470 NtAlpcAcceptConnectPort = ZwAlpcAcceptConnectPort
        194   B9 00050480 NtAlpcCancelMessage = NtAlpcCancelMessage
        195   BA 00050490 NtAlpcConnectPort = ZwAlpcConnectPort
        196   BB 000504A0 NtAlpcCreatePort = ZwAlpcCreatePort
        197   BC 000504B0 NtAlpcCreatePortSection = NtAlpcCreatePortSection
        198   BD 000504C0 NtAlpcCreateResourceReserve = ZwAlpcCreateResourceReserve
        199   BE 000504D0 NtAlpcCreateSectionView = ZwAlpcCreateSectionView
        200   BF 000504E0 NtAlpcCreateSecurityContext = ZwAlpcCreateSecurityContext
        201   C0 000504F0 NtAlpcDeletePortSection = NtAlpcDeletePortSection
        202   C1 00050500 NtAlpcDeleteResourceReserve = NtAlpcDeleteResourceReserve
        203   C2 00050510 NtAlpcDeleteSectionView = NtAlpcDeleteSectionView
        204   C3 00050520 NtAlpcDeleteSecurityContext = NtAlpcDeleteSecurityContext
        205   C4 00050530 NtAlpcDisconnectPort = ZwAlpcDisconnectPort
        206   C5 00050540 NtAlpcImpersonateClientOfPort = NtAlpcImpersonateClientOfPort
        207   C6 00050550 NtAlpcOpenSenderProcess = NtAlpcOpenSenderProcess
        208   C7 00050560 NtAlpcOpenSenderThread = NtAlpcOpenSenderThread
        209   C8 00050570 NtAlpcQueryInformation = NtAlpcQueryInformation
        210   C9 00050580 NtAlpcQueryInformationMessage = ZwAlpcQueryInformationMessage
        211   CA 00050590 NtAlpcRevokeSecurityContext = NtAlpcRevokeSecurityContext
        212   CB 000505A0 NtAlpcSendWaitReceivePort = ZwAlpcSendWaitReceivePort
        213   CC 000505B0 NtAlpcSetInformation = NtAlpcSetInformation
        214   CD 00050210 NtApphelpCacheControl = ZwApphelpCacheControl
        215   CE 000505C0 NtAreMappedFilesTheSame = ZwAreMappedFilesTheSame
        216   CF 000505D0 NtAssignProcessToJobObject = NtAssignProcessToJobObject
        217   D0 0004FDA0 NtCallbackReturn = NtCallbackReturn
        218   D1 00050320 NtCancelIoFile = NtCancelIoFile
        219   D2 000505E0 NtCancelIoFileEx = ZwCancelIoFileEx
        220   D3 000505F0 NtCancelSynchronousIoFile = ZwCancelSynchronousIoFile
        221   D4 00050360 NtCancelTimer = ZwCancelTimer
        222   D5 00050130 NtClearEvent = NtClearEvent
        223   D6 0004FE40 NtClose = ZwClose
        224   D7 00050100 NtCloseObjectAuditAlarm = ZwCloseObjectAuditAlarm
        225   D8 00050600 NtCommitComplete = NtCommitComplete
        226   D9 00050610 NtCommitEnlistment = ZwCommitEnlistment
        227   DA 00050620 NtCommitTransaction = NtCommitTransaction
        228   DB 00050630 NtCompactKeys = NtCompactKeys
        229   DC 00050640 NtCompareTokens = NtCompareTokens
        230   DD 00050650 NtCompleteConnectPort = ZwCompleteConnectPort
        231   DE 00050660 NtCompressKey = NtCompressKey
        232   DF 00050670 NtConnectPort = ZwConnectPort
        233   E0 00050180 NtContinue = ZwContinue
        234   E1 00050680 NtCreateDebugObject = NtCreateDebugObject
        235   E2 00050690 NtCreateDirectoryObject = ZwCreateDirectoryObject
        236   E3 000506A0 NtCreateEnlistment = ZwCreateEnlistment
        237   E4 000501D0 NtCreateEvent = NtCreateEvent
        238   E5 000506B0 NtCreateEventPair = ZwCreateEventPair
        239   E6 000502A0 NtCreateFile = ZwCreateFile
        240   E7 000506C0 NtCreateIoCompletion = NtCreateIoCompletion
        241   E8 000506D0 NtCreateJobObject = ZwCreateJobObject
        242   E9 000506E0 NtCreateJobSet = ZwCreateJobSet
        243   EA 0004FF20 NtCreateKey = NtCreateKey
        244   EB 000506F0 NtCreateKeyTransacted = NtCreateKeyTransacted
        245   EC 00050700 NtCreateKeyedEvent = ZwCreateKeyedEvent
        246   ED 00050710 NtCreateMailslotFile = NtCreateMailslotFile
        247   EE 00050720 NtCreateMutant = ZwCreateMutant
        248   EF 00050730 NtCreateNamedPipeFile = NtCreateNamedPipeFile
        249   F0 00050740 NtCreatePagingFile = ZwCreatePagingFile
        250   F1 00050750 NtCreatePort = ZwCreatePort
        251   F2 00050760 NtCreatePrivateNamespace = ZwCreatePrivateNamespace
        252   F3 00050770 NtCreateProcess = ZwCreateProcess
        253   F4 00050220 NtCreateProcessEx = ZwCreateProcessEx
        254   F5 00050780 NtCreateProfile = NtCreateProfile
        255   F6 00050790 NtCreateProfileEx = NtCreateProfileEx
        256   F7 000507A0 NtCreateResourceManager = NtCreateResourceManager
        257   F8 000501F0 NtCreateSection = NtCreateSection
        258   F9 000507B0 NtCreateSemaphore = NtCreateSemaphore
        259   FA 000507C0 NtCreateSymbolicLinkObject = NtCreateSymbolicLinkObject
        260   FB 00050230 NtCreateThread = ZwCreateThread
        261   FC 000507D0 NtCreateThreadEx = NtCreateThreadEx
        262   FD 000507E0 NtCreateTimer = NtCreateTimer
        263   FE 000507F0 NtCreateToken = ZwCreateToken
        264   FF 00050800 NtCreateTransaction = ZwCreateTransaction
        265  100 00050810 NtCreateTransactionManager = ZwCreateTransactionManager
        266  101 00050820 NtCreateUserProcess = ZwCreateUserProcess
        267  102 00050830 NtCreateWaitablePort = NtCreateWaitablePort
        268  103 00050840 NtCreateWorkerFactory = ZwCreateWorkerFactory
        269  104 00050850 NtDebugActiveProcess = ZwDebugActiveProcess
        270  105 00050860 NtDebugContinue = NtDebugContinue
        271  106 00050090 NtDelayExecution = NtDelayExecution
        272  107 00050870 NtDeleteAtom = NtDeleteAtom
        273  108 00050880 NtDeleteBootEntry = ZwDeleteBootEntry
        274  109 00050890 NtDeleteDriverEntry = ZwDeleteDriverEntry
        275  10A 000508A0 NtDeleteFile = NtDeleteFile
        276  10B 000508B0 NtDeleteKey = ZwDeleteKey
        277  10C 000508C0 NtDeleteObjectAuditAlarm = ZwDeleteObjectAuditAlarm
        278  10D 000508D0 NtDeletePrivateNamespace = NtDeletePrivateNamespace
        279  10E 000508E0 NtDeleteValueKey = NtDeleteValueKey
        280  10F 0004FDC0 NtDeviceIoControlFile = NtDeviceIoControlFile
        281  110 000508F0 NtDisableLastKnownGood = NtDisableLastKnownGood
        282  111 00050900 NtDisplayString = ZwDisplayString
        283  112 00050910 NtDrawText = NtDrawText
        284  113 00050110 NtDuplicateObject = ZwDuplicateObject
        285  114 00050170 NtDuplicateToken = NtDuplicateToken
        286  115 00050920 NtEnableLastKnownGood = NtEnableLastKnownGood
        287  116 00050930 NtEnumerateBootEntries = NtEnumerateBootEntries
        288  117 00050940 NtEnumerateDriverEntries = NtEnumerateDriverEntries
        289  118 00050070 NtEnumerateKey = ZwEnumerateKey
        290  119 00050950 NtEnumerateSystemEnvironmentValuesEx = NtEnumerateSystemEnvironmentValuesEx
        291  11A 00050960 NtEnumerateTransactionObject = ZwEnumerateTransactionObject
        292  11B 0004FE80 NtEnumerateValueKey = ZwEnumerateValueKey
        293  11C 00050970 NtExtendSection = ZwExtendSection
        294  11D 00050980 NtFilterToken = NtFilterToken
        295  11E 0004FE90 NtFindAtom = NtFindAtom
        296  11F 00050200 NtFlushBuffersFile = ZwFlushBuffersFile
        297  120 00050990 NtFlushInstallUILanguage = ZwFlushInstallUILanguage
        298  121 000509A0 NtFlushInstructionCache = ZwFlushInstructionCache
        299  122 000509B0 NtFlushKey = ZwFlushKey
        300  123 000509C0 NtFlushProcessWriteBuffers = NtFlushProcessWriteBuffers
        301  124 000509D0 NtFlushVirtualMemory = NtFlushVirtualMemory
        302  125 000509E0 NtFlushWriteBuffer = NtFlushWriteBuffer
        303  126 000509F0 NtFreeUserPhysicalPages = ZwFreeUserPhysicalPages
        304  127 0004FF30 NtFreeVirtualMemory = ZwFreeVirtualMemory
        305  128 00050A00 NtFreezeRegistry = ZwFreezeRegistry
        306  129 00050A10 NtFreezeTransactions = NtFreezeTransactions
        307  12A 000500E0 NtFsControlFile = ZwFsControlFile
        308  12B 00050A20 NtGetContextThread = NtGetContextThread
        309  12C 00050A30 NtGetCurrentProcessorNumber = NtGetCurrentProcessorNumber
        310  12D 00050A40 NtGetDevicePowerState = NtGetDevicePowerState
        311  12E 00050A50 NtGetMUIRegistryInfo = ZwGetMUIRegistryInfo
        312  12F 00050A60 NtGetNextProcess = ZwGetNextProcess
        313  130 00050A70 NtGetNextThread = NtGetNextThread
        314  131 00050A80 NtGetNlsSectionPtr = ZwGetNlsSectionPtr
        315  132 00050A90 NtGetNotificationResourceManager = ZwGetNotificationResourceManager
        316  133 00050AA0 NtGetPlugPlayEvent = ZwGetPlugPlayEvent
        317  134 000B8780 NtGetTickCount = RtlGetTickCount
        318  135 00050AB0 NtGetWriteWatch = NtGetWriteWatch
        319  136 00050AC0 NtImpersonateAnonymousToken = NtImpersonateAnonymousToken
        320  137 0004FF40 NtImpersonateClientOfPort = ZwImpersonateClientOfPort
        321  138 00050AD0 NtImpersonateThread = ZwImpersonateThread
        322  139 00050AE0 NtInitializeNlsFiles = ZwInitializeNlsFiles
        323  13A 00050AF0 NtInitializeRegistry = NtInitializeRegistry
        324  13B 00050B00 NtInitiatePowerAction = ZwInitiatePowerAction
        325  13C 00050240 NtIsProcessInJob = NtIsProcessInJob
        326  13D 00050B10 NtIsSystemResumeAutomatic = NtIsSystemResumeAutomatic
        327  13E 00050B20 NtIsUILanguageComitted = ZwIsUILanguageComitted
        328  13F 00050B30 NtListenPort = ZwListenPort
        329  140 00050B40 NtLoadDriver = NtLoadDriver
        330  141 00050B50 NtLoadKey = ZwLoadKey
        331  142 00050B60 NtLoadKey2 = ZwLoadKey2
        332  143 00050B70 NtLoadKeyEx = ZwLoadKeyEx
        333  144 00050B80 NtLockFile = ZwLockFile
        334  145 00050B90 NtLockProductActivationKeys = ZwLockProductActivationKeys
        335  146 00050BA0 NtLockRegistryKey = ZwLockRegistryKey
        336  147 00050BB0 NtLockVirtualMemory = ZwLockVirtualMemory
        337  148 00050BC0 NtMakePermanentObject = ZwMakePermanentObject
        338  149 00050BD0 NtMakeTemporaryObject = ZwMakeTemporaryObject
        339  14A 00050BE0 NtMapCMFModule = NtMapCMFModule
        340  14B 00050BF0 NtMapUserPhysicalPages = ZwMapUserPhysicalPages
        341  14C 0004FD80 NtMapUserPhysicalPagesScatter = ZwMapUserPhysicalPagesScatter
        342  14D 0004FFD0 NtMapViewOfSection = NtMapViewOfSection
        343  14E 00050C00 NtModifyBootEntry = NtModifyBootEntry
        344  14F 00050C10 NtModifyDriverEntry = ZwModifyDriverEntry
        345  150 00050C20 NtNotifyChangeDirectoryFile = NtNotifyChangeDirectoryFile
        346  151 00050C30 NtNotifyChangeKey = NtNotifyChangeKey
        347  152 00050C40 NtNotifyChangeMultipleKeys = NtNotifyChangeMultipleKeys
        348  153 00050C50 NtNotifyChangeSession = NtNotifyChangeSession
        349  154 000502D0 NtOpenDirectoryObject = NtOpenDirectoryObject
        350  155 00050C60 NtOpenEnlistment = NtOpenEnlistment
        351  156 00050150 NtOpenEvent = ZwOpenEvent
        352  157 00050C70 NtOpenEventPair = NtOpenEventPair
        353  158 00050080 NtOpenFile = ZwOpenFile
        354  159 00050C80 NtOpenIoCompletion = ZwOpenIoCompletion
        355  15A 00050C90 NtOpenJobObject = ZwOpenJobObject
        356  15B 0004FE70 NtOpenKey = ZwOpenKey
        357  15C 00050CA0 NtOpenKeyEx = ZwOpenKeyEx
        358  15D 00050CB0 NtOpenKeyTransacted = ZwOpenKeyTransacted
        359  15E 00050CC0 NtOpenKeyTransactedEx = NtOpenKeyTransactedEx
        360  15F 00050CD0 NtOpenKeyedEvent = NtOpenKeyedEvent
        361  160 00050CE0 NtOpenMutant = ZwOpenMutant
        362  161 00050CF0 NtOpenObjectAuditAlarm = NtOpenObjectAuditAlarm
        363  162 00050D00 NtOpenPrivateNamespace = ZwOpenPrivateNamespace
        364  163 0004FFB0 NtOpenProcess = ZwOpenProcess
        365  164 00050D10 NtOpenProcessToken = NtOpenProcessToken
        366  165 00050050 NtOpenProcessTokenEx = ZwOpenProcessTokenEx
        367  166 00050D20 NtOpenResourceManager = NtOpenResourceManager
        368  167 000500C0 NtOpenSection = NtOpenSection
        369  168 00050D30 NtOpenSemaphore = ZwOpenSemaphore
        370  169 00050D40 NtOpenSession = ZwOpenSession
        371  16A 00050D50 NtOpenSymbolicLinkObject = NtOpenSymbolicLinkObject
        372  16B 00050D60 NtOpenThread = NtOpenThread
        373  16C 0004FF90 NtOpenThreadToken = ZwOpenThreadToken
        374  16D 00050040 NtOpenThreadTokenEx = ZwOpenThreadTokenEx
        375  16E 00050D70 NtOpenTimer = ZwOpenTimer
        376  16F 00050D80 NtOpenTransaction = NtOpenTransaction
        377  170 00050D90 NtOpenTransactionManager = NtOpenTransactionManager
        378  171 00050DA0 NtPlugPlayControl = NtPlugPlayControl
        379  172 00050340 NtPowerInformation = ZwPowerInformation
        380  173 00050DB0 NtPrePrepareComplete = ZwPrePrepareComplete
        381  174 00050DC0 NtPrePrepareEnlistment = ZwPrePrepareEnlistment
        382  175 00050DD0 NtPrepareComplete = ZwPrepareComplete
        383  176 00050DE0 NtPrepareEnlistment = NtPrepareEnlistment
        384  177 00050DF0 NtPrivilegeCheck = ZwPrivilegeCheck
        385  178 00050E00 NtPrivilegeObjectAuditAlarm = NtPrivilegeObjectAuditAlarm
